code,name
000786.SZ,北新建材
300915.SZ,海融科技
600778.SS,友好集团
600029.SS,南方航空
000531.SZ,穗恒运Ａ
000893.SZ,亚钾国际
301337.SZ,亚华电子
300600.SZ,国瑞科技
300151.SZ,昌红科技
603065.SS,XD宿迁联
301180.SZ,万祥科技
603583.SS,捷昌驱动
688525.SS,佰维存储
301237.SZ,和顺科技
300700.SZ,岱勒新材
688692.SS,达梦数据
603165.SS,荣晟环保
300051.SZ,琏升科技
301566.SZ,达利凯普
000993.SZ,闽东电力
688425.SS,铁建重工
301080.SZ,百普赛斯
300868.SZ,杰美特
600605.SS,汇通能源
002973.SZ,侨银股份
605319.SS,无锡振华
300968.SZ,格林精密
600054.SS,黄山旅游
002873.SZ,新天药业
600810.SS,神马股份
603018.SS,华设集团
002766.SZ,索菱股份
002037.SZ,保利联合
688558.SS,国盛智科
688209.SS,英集芯
603118.SS,共进股份
002380.SZ,科远智慧
688458.SS,美芯晟
688309.SS,恒誉环保
002666.SZ,德联集团
002137.SZ,实益达
600101.SS,明星电力
600650.SS,锦江在线
603909.SS,建发合诚
000419.SZ,通程控股
002926.SZ,华西证券
603809.SS,豪能股份
600750.SS,华润江中
001299.SZ,美能能源
000519.SZ,中兵红箭
002826.SZ,易明医药
300179.SZ,四方达
300628.SZ,亿联网络
600845.SS,宝信软件
002584.SZ,西陇科学
002062.SZ,宏润建设
002733.SZ,雄韬股份
002484.SZ,江海股份
300079.SZ,数码视讯
002162.SZ,悦心健康
002633.SZ,申科股份
300840.SZ,酷特智能
605086.SS,龙高股份
300940.SZ,南极光
000564.SZ,供销大集
605186.SS,健麾信息
603030.SS,全筑股份
688096.SS,京源环保
600838.SS,上海九百
301362.SZ,民爆光电
300655.SZ,晶瑞电材
688221.SS,前沿生物-U
688570.SS,天玛智控
603130.SS,云中马
688196.SS,卓越新能
300004.SZ,南风股份
301533.SZ,威马农机
301262.SZ,海看股份
300755.SZ,华致酒行
603661.SS,恒林股份
600938.SS,中国海油
603387.SS,基蛋生物
688321.SS,微芯生物
300481.SZ,濮阳惠成
688513.SS,苑东生物
300167.SZ,ST迪威迅
603053.SS,成都燃气
300636.SZ,同和药业
301301.SZ,川宁生物
300581.SZ,晨曦航空
603153.SS,上海建科
301550.SZ,斯菱智驱
300067.SZ,安诺其
300736.SZ,百邦科技
301201.SZ,诚达药业
603602.SS,纵横通信
000407.SZ,胜利股份
002938.SZ,鹏鼎控股
001387.SZ,雪祺电气
603917.SS,合力科技
300823.SZ,建科智能
000507.SZ,珠海港
002838.SZ,道恩股份
601528.SS,瑞丰银行
300923.SZ,研奥股份
601279.SS,英利汽车
603817.SS,海峡环保
001287.SZ,中电港
603299.SS,苏盐井神
002001.SZ,新 和 成
688088.SS,虹软科技
600826.SS,兰生股份
002101.SZ,广东鸿图
002650.SZ,ST加加
603399.SS,永杉锂业
688188.SS,柏楚电子
600926.SS,杭州银行
002945.SZ,华林证券
605098.SS,行动教育
600162.SS,香江控股
600633.SS,浙数文化
600584.SS,长电科技
605198.SS,安德利
002845.SZ,同兴达
601555.SS,东吴证券
600062.SS,华润双鹤
600733.SS,北汽蓝谷
600742.SS,富维股份
601375.SS,中原证券
600642.SS,申能股份
600113.SS,浙江东日
002621.SZ,*ST美吉
002170.SZ,芭田股份
002496.SZ,*ST辉丰
601886.SS,江河集团
002721.SZ,金一文化
600857.SS,宁波中百
002596.SZ,海南瑞泽
600588.SS,用友网络
002849.SZ,威星智能
000576.SZ,甘化科工
300952.SZ,恒辉安防
603866.SS,桃李面包
601208.SS,东材科技
000090.SZ,天健集团
002949.SZ,华阳国际
600488.SS,津药药业
603966.SS,法兰泰克
300852.SZ,四会富仕
603395.SS,红四方
688333.SS,铂力特
301270.SZ,汉仪股份
300747.SZ,锐科激光
603122.SS,合富中国
688184.SS,ST帕瓦
300016.SZ,北陆药业
688562.SS,航天软件
688233.SS,神工股份
301696.SZ,三瑞智能
603773.SS,沃格光电
301370.SZ,国科恒泰
300647.SZ,超频三
300116.SZ,*ST保力
301421.SZ,波长光电
603022.SS,新通联
688084.SS,晶品特装
002488.SZ,金固股份
300724.SZ,捷佳伟创
301213.SZ,观想科技
603610.SS,麒盛科技
300075.SZ,数字政通
688401.SS,路维光电
300593.SZ,新雷能
688350.SS,富淼科技
601998.SS,中信银行
300624.SZ,万兴科技
301313.SZ,凡拓数创
300175.SZ,朗源股份
603041.SS,美思德
002588.SZ,史丹利
300493.SZ,润欣科技
688501.SS,青达环保
601898.SS,中煤能源
300931.SZ,通用电梯
001395.SZ,亚联机械
300831.SZ,ST派瑞
000415.SZ,渤海租赁
300759.SZ,康龙化成
300008.SZ,天海防务
002642.SZ,荣联科技
300659.SZ,中孚信息
600834.SS,申通地铁
002742.SZ,三圣股份
600721.SS,百花医药
601216.SS,君正集团
603878.SS,XD武进不
600596.SS,XD新安股
002857.SZ,三晖电气
000568.SZ,泸州老窖
603978.SS,深圳新星
600621.SS,华鑫股份
600170.SS,上海建工
002957.SZ,科瑞技术
600496.SS,精工钢构
000016.SZ,*ST康佳A
001270.SZ,铖昌科技
001696.SZ,宗申动力
601139.SS,深圳燃气
601668.SS,中国建筑
000952.SZ,广济药业
688653.SS,康希通信
688102.SS,斯瑞新材
301041.SZ,金百泽
300576.SZ,容大感光
603313.SS,梦百合
300227.SZ,光韵达
688002.SS,睿创微纳
300190.SZ,维尔利
000852.SZ,石化机械
301141.SZ,中科磁业
300476.SZ,胜宏科技
300327.SZ,中颖电子
603213.SS,镇洋发展
600095.SS,湘财股份
600573.SS,惠泉啤酒
600222.SS,太龙药业
605589.SS,圣泉集团
600195.SS,中牧股份
600322.SS,津投城开
601615.SS,明阳智能
002410.SZ,广联达
603688.SS,石英股份
688499.SS,利元亨
601900.SS,南方传媒
603788.SS,宁波高发
003027.SZ,同兴科技
002510.SZ,天汽模
002241.SZ,歌尔股份
688599.SS,天合光能
601800.SS,中国交建
002195.SZ,岩山科技
300568.SZ,星源材质
300239.SZ,东宝生物
601963.SS,重庆银行
002322.SZ,理工能科
300468.SZ,四方精创
300339.SZ,润和软件
002095.SZ,生 意 宝
002573.SZ,清新环境
002222.SZ,福晶科技
600510.SS,黑牡丹
600241.SS,时代万恒
000008.SZ,神州高铁
000759.SZ,中百集团
600410.SS,华胜天成
601127.SS,赛力斯
000659.SZ,珠海中富
601390.SS,中国中铁
300515.SZ,三德科技
301022.SZ,海泰科
603421.SS,鼎信通讯
603370.SS,华新精科
300244.SZ,迪安诊断
000931.SZ,中 关 村
688630.SS,芯碁微装
603696.SS,安记食品
301295.SZ,美硕科技
688161.SS,威高骨科
300415.SZ,伊之密
301122.SZ,采纳股份
300344.SZ,立方退
603270.SS,金帝股份
301395.SZ,仁信新材
688061.SS,灿瑞科技
003039.SZ,顺控发展
000831.SZ,中国稀土
000593.SZ,德龙汇能
603883.SS,老百姓
001213.SZ,中铁特货
001313.SZ,粤海饲料
603983.SS,丸美生物
000655.SZ,金岭矿业
605100.SS,华丰股份
000755.SZ,山西高速
000004.SZ,*ST国华
300335.SZ,迪森股份
301602.SZ,超研股份
603201.SS,常润股份
301153.SZ,中科江南
300464.SZ,星徽股份
002099.SZ,海翔药业
688010.SS,福光股份
300182.SZ,捷成股份
002199.SZ,*ST东晶
603301.SS,振德医疗
300235.SZ,方直科技
301053.SZ,远信工业
300564.SZ,筑博设计
300082.SZ,奥克股份
688110.SS,东芯股份
600330.SS,天通股份
601607.SS,上海医药
601156.SS,东航物流
600461.SS,洪城环境
000628.SZ,高新发展
600187.SS,*ST国中
600230.SS,沧州大化
600561.SS,江西长运
000728.SZ,国元证券
300348.SZ,长亮科技
300419.SZ,ST浩丰
301399.SZ,英特科技
002253.SZ,*ST智胜
003035.SZ,南网能源
300248.SZ,新开普
300519.SZ,新光药业
002353.SZ,杰瑞股份
002402.SZ,和而泰
301299.SZ,卓创资讯
002230.SZ,科大讯飞
002561.SZ,徐家汇
002330.SZ,得利斯
002461.SZ,珠江啤酒
002187.SZ,广百股份
600353.SS,旭光电子
600502.SS,安徽建工
688073.SS,毕得医药
301387.SZ,光大同创
688722.SS,同益中
000823.SZ,超声电子
603262.SS,技源集团
688595.SS,芯海科技
603533.SS,掌阅科技
300407.SZ,凯发电气
301130.SZ,西点药业
000923.SZ,河钢资源
688173.SS,希荻微
688622.SS,*ST禾信
301287.SZ,康力源
300256.SZ,星星科技
300507.SZ,苏奥传感
301030.SZ,*ST仕净
000636.SZ,风华高科
001301.SZ,尚太科技
600199.SS,金种子酒
603991.SS,领先股份
601619.SS,嘉泽新能
600099.SS,林海股份
000736.SZ,中交地产
001201.SZ,东瑞股份
000581.SZ,威孚高科
002549.SZ,凯美特气
002218.SZ,拓日新能
000876.SZ,新 希 望
688777.SS,中控技术
600888.SS,新疆众和
688026.SS,洁特生物
603080.SS,新疆火炬
603566.SS,普莱柯
300452.SZ,山河药辅
301165.SZ,锐捷网络
300303.SZ,聚飞光电
688291.SS,金橙子
603237.SS,五芳斋
688677.SS,海泰新光
600988.SS,赤峰黄金
688126.SS,沪硅产业
603180.SS,金牌家居
002449.SZ,国星光电
002318.SZ,久立特材
300552.SZ,万集科技
301065.SZ,本立科技
603466.SS,风语筑
688391.SS,钜泉科技
603337.SS,XD杰克科
300203.SZ,聚光科技
000663.SZ,永安林业
000032.SZ,深桑达Ａ
605136.SS,丽人丽妆
002534.SZ,西子洁能
003003.SZ,天元股份
002265.SZ,建设工业
300698.SZ,万马科技
002783.SZ,凯龙股份
301118.SZ,恒光股份
300798.SZ,锦鸡股份
002434.SZ,万里扬
002365.SZ,永安药业
301018.SZ,申菱环境
002683.SZ,广东宏大
002996.SZ,顺博合金
001229.SZ,魅视科技
002896.SZ,中大力德
600557.SS,康缘药业
600206.SS,有研新材
600365.SS,ST通葡
605028.SS,世茂能源
600683.SS,京投发展
605128.SS,上海沿浦
601003.SS,柳钢股份
600265.SS,*ST景谷
600783.SS,鲁信创投
603578.SS,三星新材
603229.SS,奥翔药业
002557.SZ,洽洽食品
000868.SZ,安凯客车
002206.SZ,海 利 得
688038.SS,中科通达
603329.SS,上海雅仕
688669.SS,聚石化学
600996.SS,贵广网络
688138.SS,清溢光电
002457.SZ,青龙管业
002306.SZ,*ST云网
000968.SZ,蓝焰控股
600449.SS,宁夏建材
600318.SS,新力金融
002988.SZ,豪美新材
605055.SS,迎丰股份
300893.SZ,松原安全
000151.SZ,中成股份
001337.SZ,四川黄金
000600.SZ,建投能源
605155.SS,西大门
002888.SZ,惠威科技
600549.SS,XD厦门钨
600218.SS,全柴动力
000700.SZ,模塑科技
300993.SZ,玉马科技
601598.SS,中国外运
603505.SS,金石资源
301106.SZ,骏成科技
300360.SZ,炬华科技
000815.SZ,美利云
300686.SZ,智动力
688045.SS,必易微
301006.SZ,迈拓股份
300531.SZ,优博讯
300260.SZ,新莱应材
300786.SZ,国林科技
000915.SZ,华特达因
688383.SS,新益昌
603325.SS,博隆技术
300211.SZ,*ST亿通
300540.SZ,蜀道装备
301077.SZ,星华新材
301591.SZ,肯特股份
603192.SS,汇得科技
688665.SS,四方光电
301626.SZ,苏州天脉
300311.SZ,ST任子行
688283.SS,坤恒顺维
603225.SS,新凤鸣
300440.SZ,运达科技
301177.SZ,迪阿股份
603092.SS,德力佳
301491.SZ,汉桑科技
688765.SS,禾元生物-U
600269.SS,赣粤高速
600538.SS,国发股份
000020.SZ,深华发Ａ
600369.SS,西南证券
600438.SS,通威股份
603358.SS,华达科技
603409.SS,汇通控股
002691.SZ,*ST冀凯
688618.SS,三旺通信
000919.SZ,金陵药业
002377.SZ,国创高新
002426.SZ,胜利精密
002791.SZ,坚朗五金
603258.SS,电魂网络
002277.SZ,友阿股份
000819.SZ,岳阳兴长
002526.SZ,山东矿机
003011.SZ,海象新材
688049.SS,炬芯科技
688718.SS,唯赛勃
002884.SZ,凌霄泵业
600545.SS,卓郎智能
002984.SZ,森麒麟
001258.SZ,立新能源
600791.SS,京能置业
601011.SS,宝泰隆
600526.SS,菲达环保
600691.SS,潞化科技
001358.SZ,兴欣新材
600377.SS,宁沪高速
601111.SS,中国国航
600426.SS,华鲁恒升
600984.SS,建设机械
002314.SZ,南山控股
002445.SZ,中南文化
301069.SZ,凯盛新材
002214.SZ,*ST大立
002545.SZ,东方铁塔
600884.SS,杉杉股份
301638.SZ,南网数字
301169.SZ,零点有数
001225.SZ,和泰机电
000712.SZ,锦龙股份
688813.SS,泰金新能
300981.SZ,中红医疗
300881.SZ,盛德鑫泰
001325.SZ,元创股份
000612.SZ,焦作万方
688157.SS,松井股份
688606.SS,奥泰生物
002369.SZ,卓翼科技
002438.SZ,江苏神通
601928.SS,凤凰传媒
300272.SZ,开能健康
300523.SZ,辰安科技
000807.SZ,云铝股份
002269.SZ,美邦服饰
002538.SZ,ST司特
688057.SS,金达莱
300694.SZ,蠡湖股份
601828.SS,美凯龙
603517.SS,ST绝味
300423.SZ,昇辉科技
000572.SZ,海马汽车
300956.SZ,英力股份
605090.SS,九丰能源
300856.SZ,科思股份
002109.SZ,ST兴化
002658.SZ,雪迪龙
603391.SS,力聚热能
688337.SS,普源精电
688466.SS,金科环境
300012.SZ,华测检测
301525.SZ,儒竞科技
603126.SS,中材节能
688180.SS,君实生物-U
603677.SS,奇精机械
300743.SZ,天地数码
603291.SS,联合水务
688237.SS,超卓航科
688566.SS,吉贝尔
002009.SZ,天奇股份
002758.SZ,浙农股份
603026.SS,石大胜华
688080.SS,映翰通
300112.SZ,万讯自控
300643.SZ,万通智控
603777.SS,来伊份
002830.SZ,名雕股份
600017.SS,日照港
600746.SS,江苏索普
002930.SZ,宏川智慧
600117.SS,西宁特钢
002174.SZ,游族网络
002625.SZ,光启技术
300589.SZ,江龙船艇
002492.SZ,恒基达鑫
301558.SZ,三态股份
301209.SZ,联合化学
601882.SS,海天精工
300489.SZ,光智科技
002074.SZ,国轩高科
002725.SZ,跃岭股份
301458.SZ,钧崴电子
600853.SS,龙建股份
301309.SZ,万得凯
002592.SZ,ST八菱
603138.SS,海量数据
600930.SS,华电新能
603669.SS,灵康药业
002117.SZ,东港股份
002646.SZ,天佑德酒
688329.SS,艾隆科技
688478.SS,晶升股份
603038.SS,华立股份
600830.SS,香溢融通
688229.SS,博睿数据
688578.SS,艾力斯
002017.SZ,东信和平
002746.SZ,仙坛股份
300948.SZ,冠中生态
600725.SS,云维股份
601212.SS,白银有色
605339.SS,南侨食品
600592.SS,龙溪股份
002853.SZ,皮阿诺
300848.SZ,美瑞新材
002953.SZ,日丰股份
300071.SZ,福石控股
300720.SZ,海川智能
301217.SZ,铜冠铜箔
300597.SZ,吉大通信
603045.SS,XD福达合
301446.SZ,福事特
300171.SZ,东富龙
300620.SZ,光库科技
301317.SZ,鑫磊股份
688505.SS,复旦张江
300497.SZ,富祥股份
600009.SS,上海机场
600758.SS,辽宁能源
603801.SS,志邦家居
300935.SZ,盈建科
601789.SS,宁波建工
001391.SZ,国货航
600109.SS,国金证券
300835.SZ,龙磁科技
603901.SS,永创智能
600658.SS,电子城
000411.SZ,英特集团
601689.SS,拓普集团
300844.SZ,山水比德
600629.SS,华建集团
603970.SS,中农立华
600178.SS,东安动力
600729.SS,重百集团
600078.SS,澄星股份
000560.SZ,我爱我家
301366.SZ,一博科技
300651.SZ,金陵体育
688092.SS,爱科科技
300100.SZ,双林股份
301680.SZ,固德电材
603283.SS,赛腾股份
688225.SS,亚信安全
603665.SS,康隆达
301266.SZ,宇邦新材
300751.SZ,迈为股份
688192.SS,迪哲医药-U
603383.SS,顶点软件
688325.SS,赛微微电
600654.SS,中安科
300839.SZ,博汇股份
600105.SS,永鼎股份
002922.SZ,伊戈尔
300939.SZ,秋田微
600754.SS,锦江酒店
002822.SZ,ST中装
600841.SS,动力新科
603718.SS,*ST海利
603049.SS,中策橡胶
002580.SZ,圣阳股份
688509.SS,正元地信
688258.SS,卓易信息
601890.SS,亚星锚链
002737.SZ,葵花药业
002066.SZ,瑞泰科技
002480.SZ,新筑股份
603618.SS,杭电股份
600941.SS,中国移动
002637.SZ,赞宇科技
002166.SZ,莱茵生物
688409.SS,富创精密
688358.SS,祥生医疗
601990.SS,南京证券
002005.SZ,ST德豪
600822.SS,上海物贸
301378.SZ,通达海
301429.SZ,森泰股份
002654.SZ,万润科技
002105.SZ,信隆健康
301278.SZ,快可电子
301529.SZ,福赛科技
002941.SZ,新疆交建
600480.SS,凌云股份
600637.SS,东方明珠
600166.SS,福田汽车
600580.SS,卧龙电驱
002841.SZ,视源股份
600737.SS,中粮糖业
601200.SS,上海环境
600066.SS,宇通客车
688517.SS,金冠电气
300485.SZ,赛升药业
688246.SS,嘉和美康
002729.SZ,好利科技
002078.SZ,太阳纸业
300632.SZ,光莆股份
301305.SZ,朗坤科技
603706.SS,XD东方环
603057.SS,紫燕食品
300163.SZ,先锋新材
002629.SZ,仁智股份
002178.SZ,延华智能
300585.SZ,奥联电子
603606.SS,东方电缆
300732.SZ,设研院
301205.SZ,联特科技
300063.SZ,天龙集团
000403.SZ,派林生物
605507.SS,国邦医药
300827.SZ,上能电气
000503.SZ,国新健康
603813.SS,*ST原尚
300927.SZ,江天化学
001283.SZ,豪鹏科技
300381.SZ,溢多利
688213.SS,思特威-W
603002.SS,宏昌电子
300136.SZ,信维通信
300667.SZ,必创科技
688313.SS,XD仕佳光
300281.SZ,金明精机
301501.SZ,恒鑫生活
300036.SZ,超图软件
603102.SS,百合股份
300767.SZ,震安科技
002969.SZ,嘉美包装
300872.SZ,天阳科技
601328.SS,交通银行
002869.SZ,金溢科技
605303.SS,园林股份
601579.SS,会稽山
601228.SS,广州港
300972.SZ,万辰集团
002050.SZ,三花智控
002701.SZ,奥瑞金
603599.SS,广信股份
000889.SZ,中嘉博创
600877.SS,电科芯片
688788.SS,科思科技
603499.SS,翔港科技
002150.SZ,正泰电源
002601.SZ,龙佰集团
600977.SS,中国电影
000989.SZ,九芝堂
600133.SS,东湖高新
600662.SS,外服控股
600284.SS,浦东建设
600033.SS,福建高速
600150.SS,中国船舶
601336.SS,新华保险
600601.SS,方正科技
603958.SS,哈森股份
002977.SZ,*ST天箭
600050.SS,中国联通
601567.SS,三星电气
603858.SS,步长制药
601236.SS,红塔证券
000548.SZ,湖南投资
002877.SZ,智能自控
002284.SZ,亚太股份
300128.SZ,锦富技术
600814.SS,杭州解百
300679.SZ,电连技术
002033.SZ,丽江股份
002762.SZ,*ST金比
300779.SZ,惠城环保
002384.SZ,东山精密
002133.SZ,广宇集团
002662.SZ,峰璟股份
300811.SZ,铂科新材
000682.SZ,东方电子
000782.SZ,恒申新材
603825.SS,ST华扬
300911.SZ,亿田智能
000897.SZ,津滨发展
603061.SS,金海通
300155.SZ,安居宝
301333.SZ,诺思格
300604.SZ,长川科技
600869.SS,远东股份
603730.SS,岱美股份
688796.SS,百奥赛图
688270.SS,ST臻镭
603587.SS,地素时尚
688521.SS,芯原股份
300055.SZ,万邦达
603161.SS,科华控股
603630.SS,拉芳家化
600969.SS,郴电国际
688696.SS,极米科技
301233.SZ,盛帮股份
000997.SZ,新 大 陆
688370.SS,丛麟科技
600918.SS,中泰证券
300775.SZ,三角防务
301513.SZ,尚水智能
300024.SZ,机器人
603110.SS,东方材料
002388.SZ,新亚制程
688450.SS,光格科技
688301.SS,奕瑞科技
300293.SZ,蓝英装备
300675.SZ,建科院
600818.SS,ST中路
603010.SS,万盛股份
301413.SZ,安培龙
300124.SZ,汇川技术
688550.SS,瑞联新材
300393.SZ,中来股份
688201.SS,ST信安
300960.SZ,通业科技
000544.SZ,中原环保
300860.SZ,锋尚文化
300708.SZ,聚灿光电
600965.SS,*ST福成
300059.SZ,东方财富
301088.SZ,戎美股份
002613.SZ,北玻股份
002142.SZ,宁波银行
600865.SS,百大集团
300608.SZ,思特奇
300159.SZ,*ST新研
002713.SZ,*ST东易
002042.SZ,华孚时尚
301188.SZ,力诺药包
600770.SS,综艺股份
603829.SS,洛凯股份
600021.SS,上海电力
002806.SZ,华锋股份
000539.SZ,粤电力Ａ
603929.SS,亚翔集成
600121.SS,郑州煤电
600396.SS,华电辽能
002906.SZ,华阳集团
002865.SZ,钧达股份
600713.SS,南京医药
002965.SZ,祥鑫科技
600613.SS,神奇制药
002670.SZ,国盛证券
002121.SZ,科陆电子
600906.SS,财达证券
002396.SZ,星网锐捷
002021.SZ,中捷资源
002296.SZ,辉煌科技
002818.SZ,富森美
600288.SS,大恒科技
000790.SZ,华神科技
300903.SZ,科翔股份
600388.SS,龙净环保
002918.SZ,蒙娜丽莎
300803.SZ,指南针
603937.SS,丽岛新材
000690.SZ,宝新能源
301096.SZ,百诚医药
688433.SS,华曙高科
688362.SS,甬矽电子
301221.SZ,光庭信息
300716.SZ,*ST泉为
300047.SZ,天源迪科
603173.SS,福斯达
000985.SZ,大庆华科
603595.SS,ST东尼
688533.SS,上声电子
301196.SZ,唯科科技
688262.SS,国芯科技
000885.SZ,城发环境
301321.SZ,翰博高新
300616.SZ,尚品宅配
603722.SS,阿科力
603073.SS,彩蝶实业
300147.SZ,*ST香雪
002943.SZ,宇晶股份
600482.SS,中国动力
300858.SZ,科拓生物
600635.SS,大众公用
600582.SS,天地科技
002843.SZ,泰嘉股份
600735.SS,ST新华锦
300958.SZ,建工修复
600064.SS,南京高科
688568.SS,中科星图
688239.SS,航宇科技
002756.SZ,永兴材料
002007.SZ,华兰生物
600820.SS,隧道股份
603779.SS,威龙股份
603028.SS,赛福天
002656.SZ,*ST摩登
002107.SZ,沃华医药
688468.SS,科美诊断
688339.SS,亿华通-U
603679.SS,华体科技
603128.SS,华贸物流
000401.SZ,金隅冀东
601699.SS,潞安环能
600648.SS,外高桥
300825.SZ,阿尔特
600119.SS,*ST长投
601799.SS,星宇股份
000501.SZ,武商集团
300925.SZ,法本信息
603811.SS,诚意药业
600748.SS,上实发展
600019.SS,宝钢股份
300487.SZ,蓝晓科技
688515.SS,裕太微-U
688244.SS,永信至诚
001872.SZ,招商港口
301307.SZ,美利信
300161.SZ,华中数控
301456.SZ,盘古智能
603055.SS,台华新材
300587.SZ,天铁科技
301207.SZ,华兰疫苗
300730.SZ,科创信息
603155.SS,新亚强
300061.SZ,旗天科技
301556.SZ,托普云农
603767.SS,中马传动
300653.SZ,正海生物
300102.SZ,乾照光电
603036.SS,如通股份
688090.SS,瑞松科技
688576.SS,西山科技
603281.SS,江瀚新材
688227.SS,品高股份
301682.SZ,宏明电子
002748.SZ,世龙实业
002019.SZ,亿帆医药
300753.SZ,爱朋医疗
603667.SS,五洲新春
603136.SS,天目湖
688190.SS,XD云路股
301535.SZ,浙江华远
300002.SZ,神州泰岳
002648.SZ,卫星化学
002119.SZ,康强电子
603381.SS,永臻股份
688327.SS,云从科技-UW
605566.SS,福莱蒽特
300846.SZ,首都在线
605080.SS,浙江自然
000333.SZ,美的集团
300946.SZ,恒而达
605337.SS,李子园
605180.SS,华生科技
301319.SZ,唯特偶
600843.SS,上工申贝
301448.SZ,开创电气
002582.SZ,好想你
300499.SZ,高澜股份
002735.SZ,王子新材
002064.SZ,华峰化学
002482.SZ,广田集团
301219.SZ,腾远钴业
301548.SZ,崇德科技
002635.SZ,安洁科技
002164.SZ,宁波东力
300599.SZ,雄塑科技
601992.SS,金隅集团
600107.SS,*ST尔雅
002920.SZ,德赛西威
600756.SS,浪潮软件
600007.SS,中国国贸
002820.SZ,桂发祥
600076.SS,康欣新材
600727.SS,鲁北化工
000088.SZ,盐 田 港
600590.SS,泰豪科技
002851.SZ,麦格米特
600176.SS,中国巨石
002951.SZ,金时科技
600490.SS,鹏欣资源
301539.SZ,宏鑫科技
301268.SZ,铭利达
002115.SZ,三维通信
002644.SZ,佛慈制药
301439.SZ,泓淋电力
301368.SZ,丰立智能
002015.SZ,协鑫能科
300937.SZ,药易购
603803.SS,瑞斯康达
000513.SZ,丽珠集团
603903.SS,中持股份
300837.SZ,浙矿股份
300073.SZ,当升科技
301215.SZ,中汽股份
300722.SZ,新余国科
603616.SS,韩建河山
002168.SZ,ST惠程
002639.SZ,雪人集团
688356.SS,键凯科技
300595.SZ,欧普康视
300173.SZ,ST福能
603716.SS,塞力医疗
301315.SZ,威士顿
300622.SZ,博士眼镜
688256.SS,寒武纪
300495.SZ,*ST美尚
688507.SS,索辰科技
002068.SZ,黑猫股份
002739.SZ,儒意电影
603393.SS,新天然气
688335.SS,XD复洁科
603124.SS,江南新材
688182.SS,灿勤科技
300010.SZ,ST豆神
300741.SZ,华宝股份
301276.SZ,嘉曼服饰
603293.SS,埃泰克
688235.SS,百济神州
300110.SZ,华仁药业
688082.SS,盛美上海
300641.SZ,正丹股份
301376.SZ,致欧科技
000570.SZ,苏常柴Ａ
600739.SS,辽宁成大
603860.SS,中公高科
000096.SZ,广聚能源
600168.SS,武汉控股
603960.SS,克来机电
600639.SS,浦东金桥
300854.SZ,中兰环保
002176.SZ,江特电机
002627.SZ,三峡旅游
688348.SS,昱能科技
688419.SS,耐科装备
002490.SZ,山东墨龙
603159.SS,上海亚虹
603608.SS,天创时尚
688248.SS,南网科技
601880.SS,辽港股份
688519.SS,南亚新材
002076.SZ,*ST星光
002727.SZ,一心堂
603059.SS,倍加洁
603708.SS,家家悦
600851.SS,海欣股份
002590.SZ,万安科技
002832.SZ,比音勒芬
600015.SS,华夏银行
600744.SS,华银电力
300929.SZ,华骐环保
605358.SS,立昂微
002932.SZ,*ST明德
605258.SS,协和电子
600115.SS,中国东航
300829.SZ,金丹科技
600644.SS,乐山电力
002672.SZ,东江环保
002123.SZ,梦网科技
300769.SZ,德方纳米
002394.SZ,联发股份
002772.SZ,众兴菌业
002023.SZ,海特高新
002294.SZ,信立泰
300669.SZ,沪宁股份
300138.SZ,晨光生物
002867.SZ,周大生
000558.SZ,天府文旅
600711.SS,盛屯矿业
601226.SS,华电科工
603848.SS,好太太
601577.SS,长沙银行
002967.SZ,广电计量
603948.SS,建业股份
600611.SS,大众交通
601326.SS,秦港股份
688360.SS,德马科技
301223.SZ,中荣股份
600979.SS,广安爱众
688686.SS,奥普特
603171.SS,税友股份
300045.SZ,华力创通
000987.SZ,越秀资本
688531.SS,日联科技
688260.SS,昀冢科技
000887.SZ,中鼎股份
600879.SS,航天电子
688786.SS,悦安新材
300614.SZ,百川畅银
301323.SZ,新莱福
300145.SZ,南方泵业
603071.SS,物产环能
000525.SZ,红太阳
000792.SZ,盐湖股份
300901.SZ,中胤时尚
000425.SZ,徐工机械
300801.SZ,泰和科技
000692.SZ,惠天热电
300962.SZ,中金辐照
603856.SS,东宏股份
601238.SS,广汽集团
002879.SZ,长缆科技
000546.SZ,金圆股份
603956.SS,威派格
300862.SZ,蓝盾光电
002979.SZ,雷赛智能
300777.SZ,中简科技
603112.SS,华翔股份
300026.SZ,红日药业
301511.SZ,德福科技
300291.SZ,百纳千成
688303.SS,大全能源
300677.SZ,英科医疗
300126.SZ,锐奇股份
603012.SS,创力集团
688552.SS,航天南湖
688203.SS,海正生材
300391.SZ,长药退
600023.SS,浙能电力
600123.SS,兰花科创
600967.SS,内蒙一机
688698.SS,伟创电气
000999.SZ,华润三九
603489.SS,八方股份
002611.SZ,东方精工
002140.SZ,东华科技
000899.SZ,赣能股份
600867.SS,通化东宝
688798.SS,艾为电子
002040.SZ,南 京 港
603589.SS,口子窖
002286.SZ,保龄宝
600816.SS,建元信托
002031.SZ,巨轮智能
002760.SZ,凤形股份
600916.SS,中国黄金
002386.SZ,天原股份
002131.SZ,利欧股份
002660.SZ,茂硕电源
600152.SS,维科技术
600603.SS,广汇物流
002975.SZ,博杰股份
600052.SS,东望时代
600703.SS,三安光电
002875.SZ,安奈儿
601083.SS,锦江航运
000895.SZ,双汇发展
300157.SZ,新锦动力
603063.SS,禾望电气
300606.SZ,金太阳
301331.SZ,恩威医药
