code,name
688272.SS,富吉瑞
301186.SZ,超达装备
603585.SS,苏利股份
688523.SS,航天环宇
603163.SS,圣晖集成
301560.SZ,众捷汽车
300057.SZ,万顺新材
300706.SZ,阿石创
301231.SZ,荣信文化
000995.SZ,皇台酒业
688372.SS,伟测科技
301086.SZ,鸿富瀚
603927.SS,中科软
688981.SS,中芯国际
300813.SZ,泰林生物
000680.SZ,山推股份
600398.SS,海澜之家
002908.SZ,德生科技
601518.SS,吉林高速
300913.SZ,兆龙互连
000537.SZ,绿发电力
002808.SZ,*ST恒久
600298.SS,安琪酵母
300870.SZ,欧陆通
000554.SZ,泰山石油
300970.SZ,华绿生物
688211.SS,中科微至
300383.SZ,光环新网
002298.SZ,中电鑫龙
300134.SZ,大富科技
603000.SS,人民网
600808.SS,马钢股份
300665.SZ,飞鹿股份
300283.SZ,温州宏丰
688311.SS,盟升电子
603100.SS,川仪股份
300034.SZ,钢研高纳
301503.SZ,智迪科技
301252.SZ,同星科技
300765.SZ,新诺威
600908.SS,无锡银行
002398.SZ,垒知集团
600386.SS,北巴传媒
000429.SZ,粤高速Ａ
002916.SZ,深南电路
600131.SS,国网信通
600660.SS,福耀玻璃
603939.SS,益丰药房
000529.SZ,广弘控股
002816.SZ,*ST和科
600031.SS,三一重工
603839.SS,安正时尚
600760.SS,中航沈飞
002052.SZ,同洲电子
002703.SZ,浙江世宝
301198.SZ,喜悦智行
300149.SZ,睿智医药
300618.SZ,寒锐钴业
600875.SS,东方电气
301098.SZ,金埔园林
002152.SZ,广电运通
002603.SZ,以岭药业
300049.SZ,福瑞医科
600975.SS,新五丰
300718.SZ,长盛轴承
600351.SS,亚宝药业
601666.SS,平煤股份
601137.SS,博威合金
600400.SS,红豆股份
600251.SS,冠农股份
601766.SS,中国中车
600500.SS,中化国际
002232.SZ,启明信息
002563.SZ,森马服饰
300329.SZ,海伦钢琴
300478.SZ,杭州高新
002085.SZ,万丰奥威
002332.SZ,仙琚制药
002463.SZ,沪电股份
002185.SZ,华天科技
300229.SZ,拓尔思
300578.SZ,会畅科技
603993.SS,洛阳钼业
603893.SS,瑞芯微
001203.SZ,大中矿业
000065.SZ,北方国际
688071.SS,华依科技
688720.SS,艾森股份
603786.SS,科博达
000821.SZ,ST京机
003029.SZ,吉大正元
603260.SS,合盛硅业
300354.SZ,东华测试
301132.SZ,满坤科技
300405.SZ,科隆股份
688597.SS,煜邦电力
000921.SZ,海信家电
688171.SS,纬德信息
301285.SZ,鸿日达
688620.SS,安凯微
603686.SS,福龙马
300254.SZ,仟源医药
603360.SS,百傲化学
301032.SZ,新柴股份
300505.SZ,川金诺
603203.SS,快克智能
301600.SZ,慧翰股份
300337.SZ,银邦股份
300466.SZ,赛摩智能
301151.SZ,冠龙节能
300180.SZ,华峰超纤
688012.SS,中微公司
300237.SZ,ST美晨
603303.SS,得邦照明
300566.SZ,激智科技
301051.SZ,信濠光电
688112.SS,鼎阳科技
300080.SZ,易成新能
601678.SS,滨化股份
000657.SZ,中钨高新
001360.SZ,南矿集团
601778.SS,晶科科技
000757.SZ,浩物股份
001260.SZ,坤泰股份
000006.SZ,深振业Ａ
688589.SS,力合微
603798.SS,康普顿
002251.SZ,步步高
002500.SZ,山西证券
003037.SZ,三和管桩
688489.SS,三未信安
002351.SZ,漫步者
002400.SZ,省广集团
603698.SS,航天工程
600332.SS,白云山
600463.SS,空港股份
605599.SS,XD菜百股
600185.SS,珠免集团
600232.SS,金鹰股份
600563.SS,法拉电子
600085.SS,同仁堂
605499.SS,东鹏饮料
600512.SS,腾达建设
600243.SS,*ST海华
600343.SS,航天动力
002197.SZ,证通电子
002471.SZ,中超控股
002320.SZ,海峡股份
002097.SZ,山河智能
002571.SZ,德力股份
601058.SS,赛轮轮胎
000591.SZ,太阳能
603881.SS,数据港
600089.SS,特变电工
001211.SZ,双枪科技
000726.SZ,鲁  泰Ａ
601158.SS,重庆水务
601609.SS,金田股份
001311.SZ,多利科技
000626.SZ,远大控股
600189.SS,泉阳泉
688485.SS,九州一轨
301020.SZ,密封科技
300517.SZ,海波重科
300246.SZ,宝莱特
000933.SZ,神火股份
301297.SZ,富乐德
688163.SS,赛伦生物
301120.SZ,新特电气
300417.SZ,南华仪器
688585.SS,上纬新材
603272.SS,*ST联翔
300346.SZ,南大光电
301397.SZ,溯联股份
688063.SS,派能科技
000833.SZ,粤桂股份
000950.SZ,重药控股
688651.SS,盛邦安全
688100.SS,威胜信息
300092.SZ,科新机电
002189.SZ,中光学
301043.SZ,绿岛风
300225.SZ,金力泰
603311.SS,金海高科
300192.SZ,科德教育
000850.SZ,华茂股份
300474.SZ,景嘉微
603211.SS,晋拓股份
000014.SZ,沙河股份
002412.SZ,汉森制药
002343.SZ,慈文传媒
301289.SZ,国缆检测
300509.SZ,新美星
300258.SZ,精锻科技
301389.SZ,隆扬电子
002512.SZ,ST达华
003025.SZ,思进智能
002243.SZ,力合科创
300409.SZ,道氏技术
300358.SZ,楚天科技
600097.SS,开创国际
000069.SZ,华侨城Ａ
000738.SZ,航发控制
600571.SS,信雅达
601717.SS,中创智领
000638.SZ,*ST万方
600197.SS,伊力特
600320.SS,振华重工
688128.SS,中国电研
688679.SS,通源环境
600986.SS,浙文互联
000978.SZ,桂林旅游
002316.SZ,亚联发展
603339.SS,四方科技
002216.SZ,三全食品
000878.SZ,云南铜业
002547.SZ,*ST春兴
688028.SS,沃尔德
688779.SS,五矿新能
600886.SS,国投电力
603239.SS,浙江仙通
601857.SS,中国石油
603568.SS,伟明环保
600793.SS,宜宾纸业
605138.SS,盛泰集团
600693.SS,东百集团
600375.SS,汉马科技
601113.SS,华鼎股份
688155.SS,先惠技术
300796.SZ,贝斯美
000905.SZ,厦门港务
300270.SZ,中威电子
603344.SS,星德胜
300521.SZ,爱司凯
301016.SZ,雷尔伟
688055.SS,龙腾光电
300696.SZ,爱乐达
300370.SZ,安控科技
300421.SZ,力星股份
301116.SZ,益客食品
603515.SS,欧普照明
000710.SZ,贝瑞基因
001227.SZ,兰州银行
601588.SS,北辰实业
300983.SZ,尤安设计
688811.SS,有研复材
002898.SZ,*ST赛隆
600208.SS,衢州发展
600559.SS,老白干酒
300883.SZ,龙利得
000610.SZ,*ST西旅
600308.SS,华泰股份
600459.SS,贵研铂业
002998.SZ,优彩资源
300213.SZ,佳讯飞鸿
688381.SS,帝奥微
603327.SS,福蓉科技
601949.SS,中国出版
301075.SZ,多瑞医药
300542.SZ,新晨科技
688136.SS,科兴制药
603190.SS,亚通精工
688667.SS,XD菱电电
600998.SS,九州通
000966.SZ,长源电力
002459.SZ,晶澳科技
688281.SS,华秦科技
603227.SS,雪峰科技
300313.SZ,*ST天山
301175.SZ,中科环保
300442.SZ,润泽科技
002208.SZ,合肥城建
002559.SZ,亚威股份
688036.SS,传音控股
603090.SS,宏盛股份
688767.SS,博拓生物
002886.SZ,沃特股份
600216.SS,浙江医药
600547.SS,山东黄金
001239.SZ,永达股份
600316.SS,洪都航空
002986.SZ,宇新股份
001339.SZ,智微智能
301008.SZ,宏昌科技
002693.SZ,双成药业
300788.SZ,中信出版
002375.SZ,亚厦股份
002424.SZ,ST百灵
002793.SZ,罗欣药业
301108.SZ,洁雅股份
002275.SZ,桂林三金
003013.SZ,地铁设计
002524.SZ,光正眼科
300688.SZ,创业黑马
301179.SZ,泽宇智能
301628.SZ,强达电路
002555.SZ,三七互娱
002204.SZ,大连重工
600894.SS,广日股份
301079.SZ,邵阳液压
002455.SZ,百川股份
002304.SZ,洋河股份
600436.SS,片仔癀
601101.SS,XD昊华能
600367.SS,红星发展
600681.SS,百川能源
600536.SS,中国软件
601001.SS,晋控煤业
600267.SS,海正药业
300433.SZ,蓝思科技
603507.SS,振江股份
603256.SS,宏和科技
601838.SS,成都银行
002528.SZ,*ST英飞
002279.SZ,久其软件
688716.SS,XD中研股
300684.SZ,中石科技
688047.SS,龙芯中科
300533.SZ,冰川网络
301004.SZ,嘉益股份
300262.SZ,*ST巴安
603356.SS,华菱精工
300784.SZ,利安科技
688616.SS,西力科技
688147.SS,微导纳米
002428.SZ,云南锗业
000917.SZ,电广传媒
002379.SZ,宏桥控股
300891.SZ,惠云钛业
000153.SZ,丰原药业
001335.SZ,信凯科技
000702.SZ,正虹科技
300991.SZ,创益通
001356.SZ,富岭股份
000661.SZ,长春高新
600428.SS,中远海特
600379.SS,宝光股份
000030.SZ,富奥股份
001256.SZ,炜冈科技
000761.SZ,本钢板材
600528.SS,中铁工业
600279.SS,重庆港
688775.SS,影石创新
603082.SS,北自科技
301167.SZ,建研设计
300450.SZ,先导智能
688293.SS,奥浦迈
603235.SS,天新药业
300301.SZ,ST长方
301636.SZ,泽润新能
603182.SS,嘉华股份
301581.SZ,黄山谷捷
301067.SZ,显盈科技
300550.SZ,和仁科技
300201.SZ,海伦哲
688393.SS,安必平
603335.SS,迪生力
601162.SS,天风证券
600455.SS,博通股份
601633.SS,长城汽车
003001.SZ,中岩大地
002536.SZ,飞龙股份
000809.SZ,和展能源
002267.SZ,陕天然气
688708.SS,佳驰科技
688059.SS,华锐精密
603519.SS,立霸股份
603248.SS,锡华科技
688608.SS,恒玄科技
688159.SS,有方科技
002436.SZ,兴森科技
002367.SZ,康力电梯
000909.SZ,*ST数源
603348.SS,文灿股份
002681.SZ,奋达科技
688005.SS,容百科技
300197.SZ,节能铁汉
301617.SZ,博苑新材
300320.SZ,海达股份
603214.SS,爱婴室
300471.SZ,厚普股份
000955.SZ,欣龙控股
300097.SZ,智云股份
688105.SS,诺唯赞
300220.SZ,金运激光
300571.SZ,平治信息
301046.SZ,能辉科技
600358.SS,国旅联合
600409.SS,三友化工
001277.SZ,速达股份
000011.SZ,深物业A
600258.SS,首旅酒店
600509.SS,天富能源
688078.SS,龙软科技
688729.SS,屹唐股份
002246.SZ,北化股份
000828.SZ,东莞控股
002517.SZ,恺英网络
003020.SZ,立方制药
603269.SS,海鸥股份
603538.SS,美诺华
000928.SZ,中钢国际
002346.SZ,柘中股份
688178.SS,万德斯
688629.SS,华丰科技
603369.SS,今世缘
600192.SS,长城电工
605068.SS,明新旭腾
600325.SS,华发股份
605168.SS,三人行
600346.SS,恒力石化
001369.SZ,双欣材料
600246.SS,万通发展
601020.SS,华钰矿业
600517.SS,国网英大
001269.SZ,欧晶科技
301609.SZ,山大电力
301158.SZ,德石股份
002092.SZ,中泰化学
300189.SZ,神农种业
002225.SZ,濮耐股份
003043.SZ,华亚智能
002574.SZ,明牌珠宝
002192.SZ,融捷股份
301058.SZ,中粮科工
002474.SZ,榕基软件
001314.SZ,亿道信息
000623.SZ,吉林敖东
000723.SZ,美锦能源
300343.SZ,ST联创
603277.SS,银都股份
688580.SS,伟思医疗
301125.SZ,腾亚精工
300412.SZ,迦南科技
688066.SS,*ST航图
301392.SZ,汇成真空
688737.SS,中自科技
000836.SZ,ST富通
002258.SZ,利尔化学
603377.SS,ST东时
601919.SS,中远海控
300243.SZ,瑞丰高材
301025.SZ,读客文化
300512.SZ,中亚股份
688480.SS,赛恩斯
002358.SZ,森源电气
000936.SZ,华西股份
002409.SZ,雅克科技
688166.SS,博瑞医药
301292.SZ,海科新源
300563.SZ,神宇股份
601968.SS,XD宝钢包
603306.SS,华懋科技
300232.SZ,洲明科技
002478.SZ,常宝股份
002329.SZ,皇氏集团
688646.SS,ST逸飞
300085.SZ,银之杰
688117.SS,圣诺生物
603557.SS,*ST起步
300463.SZ,迈克生物
300332.SZ,天壕能源
603206.SS,嘉环科技
601868.SS,中国能建
001896.SZ,豫能控股
688017.SS,绿的谐波
300185.SZ,通裕重工
002578.SZ,闽发铝业
002229.SZ,鸿博股份
000752.SZ,*ST西发
605007.SS,五洲特纸
000652.SZ,泰达股份
301029.SZ,怡合达
002405.SZ,四维图新
002354.SZ,天娱数科
301129.SZ,瑞纳智能
301678.SZ,新恒汇
003032.SZ,传智教育
002254.SZ,泰和新材
600566.SS,济川药业
601700.SS,风范股份
600237.SS,铜峰电子
000598.SZ,兴蓉环境
603888.SS,新华网
600080.SS,ST金花
001218.SZ,丽臣实业
000498.SZ,山东路桥
601600.SS,中国铝业
600337.SS,ST美克
001318.SZ,阳光乳业
603988.SS,中电电机
600180.SS,*ST瑞茂
600505.SS,西昌电力
600405.SS,动力源
600354.SS,敦煌种业
002466.SZ,天齐锂业
002337.SZ,赛象科技
000959.SZ,首钢股份
688658.SS,悦康药业
688109.SS,品茗科技
002180.SZ,奔图科技
603318.SS,水发燃气
688758.SS,赛分科技
688009.SS,中国通号
002566.SZ,益盛药业
000859.SZ,国风新材
002237.SZ,恒邦股份
603218.SS,日月股份
002080.SZ,中材科技
603896.SS,寿仙谷
000060.SZ,中金岭南
001206.SZ,依依股份
000731.SZ,四川美丰
600578.SS,京能电力
600229.SS,城市传媒
000586.SZ,汇源通信
001306.SZ,夏厦精密
000631.SZ,顺发恒能
600478.SS,科力远
600329.SS,达仁堂
603683.SS,晶华新材
688625.SS,呈和科技
301280.SZ,珠城科技
301037.SZ,保立佳
300500.SZ,启迪设计
603365.SS,水星家纺
300251.SZ,光线传媒
301380.SZ,挖金客
688592.SS,司南导航
301137.SZ,哈焊华通
300400.SZ,劲拓股份
300351.SZ,永贵电器
301666.SZ,大普微-UW
000035.SZ,中国天楹
605286.SS,同力天启
301584.SZ,建发致新
603187.SS,XD海容冷
688121.SS,卓然股份
688670.SS,金迪克
000971.SZ,*ST高升
603330.SS,天洋新材
688396.SS,华润微
300204.SZ,舒泰神
301062.SZ,上海艾录
300555.SZ,ST路通
603087.SS,甘李药业
688021.SS,奥福科技
300304.SZ,云意电气
301633.SZ,港迪技术
603230.SS,内蒙新华
688296.SS,和达科技
301162.SZ,国能日新
300455.SZ,航天智装
000719.SZ,中原传媒
000048.SZ,京基智农
688818.SS,电科蓝天
002891.SZ,中宠股份
600201.SS,生物股份
600550.SS,保变电气
000619.SZ,海螺新材
600301.SS,华锡有色
601636.SS,旗滨集团
002991.SZ,甘源食品
002362.SZ,汉王科技
300279.SZ,和晶科技
300528.SZ,幸福蓝海
002262.SZ,恩华药业
003004.SZ,声迅股份
002533.SZ,金杯电工
300428.SZ,立中集团
688388.SS,嘉元科技
603199.SS,九华旅游
002301.SZ,齐心集团
688288.SS,鸿泉技术
002201.SZ,九鼎新材
002550.SZ,千红制药
603099.SS,长白山
600262.SS,北方股份
600533.SS,栖霞建设
605398.SS,新炬网络
600784.SS,鲁银投资
600362.SS,江西铜业
600433.SS,冠豪高新
600684.SS,珠江股份
605298.SS,必得科技
603353.SS,和顺石油
300267.SZ,尔康制药
300536.SZ,农尚环境
301001.SZ,凯淳股份
603402.SS,陕西旅游
688613.SS,奥精医疗
300781.SZ,因赛集团
000912.SZ,泸天化
300436.SZ,广生堂
301101.SZ,明月镜片
000812.SZ,陕西金叶
300681.SZ,英搏尔
601728.SS,中国电信
000707.SZ,双环科技
001230.SZ,劲旅环境
000056.SZ,*ST皇庭
300994.SZ,久祺股份
601628.SS,中国人寿
601179.SS,中国西电
300894.SZ,火星人
000607.SZ,华媒控股
001330.SZ,博纳影业
000156.SZ,华数传媒
601108.SS,财通证券
600688.SS,上海石化
000676.SZ,智度股份
605123.SS,派克新材
601008.SS,连云港
000027.SZ,深圳能源
000776.SZ,广发证券
301170.SZ,锡南科技
300447.SZ,全信股份
300316.SZ,晶盛机电
603222.SS,济民健康
000863.SZ,三湘印象
603095.SS,越剑智能
688033.SS,*ST天宜
301070.SZ,开勒股份
300547.SZ,川环科技
603322.SS,超讯通信
688662.SS,富信科技
301596.SZ,瑞迪智驱
603195.SS,公牛集团
688133.SS,泰坦科技
000963.SZ,华东医药
600313.SS,农发种业
002983.SZ,芯瑞达
300898.SZ,熊猫乳品
002883.SZ,*ST中设
300998.SZ,宁波方正
002796.SZ,世嘉科技
003016.SZ,欣贺股份
002521.SZ,齐峰新材
002270.SZ,华明装备
002696.SZ,百洋股份
002421.SZ,达实智能
002370.SZ,亚太药业
002542.SZ,*ST中岩
002213.SZ,大为股份
600883.SS,博闻科技
301488.SZ,豪恩汽电
300459.SZ,汤姆猫
300308.SZ,中际旭创
600983.SS,惠而浦
301588.SZ,美新科技
002442.SZ,龙星科技
002313.SZ,日海智能
300559.SZ,佳发教育
601952.SS,苏垦农发
600696.SS,退市岩石
000668.SZ,荣丰控股
600421.SS,退市华嵘
601116.SS,三江购物
600370.SS,*ST三房
000039.SZ,中集集团
000768.SZ,中航西飞
600796.SS,钱江生化
600521.SS,华海药业
601016.SS,节能风电
003008.SZ,开普检测
000800.SZ,一汽解放
300693.SZ,盛弘股份
688701.SS,卓锦股份
688050.SS,爱博医疗
002788.SZ,鹭燕医药
300424.SZ,航新科技
301113.SZ,雅艺科技
300375.SZ,鹏翎股份
688601.SS,力芯微
300793.SZ,佳禾智能
688150.SS,莱特光电
000900.SZ,现代投资
301013.SZ,利和兴
603341.SS,龙旗科技
300275.SZ,梅安森
002688.SZ,金河生物
300886.SZ,华业香料
000615.SZ,*ST美谷
001322.SZ,箭牌家居
000715.SZ,中兴商业
001222.SZ,源飞宠物
300986.SZ,志特新材
688561.SS,奇安信-U
688230.SS,芯导科技
603296.SS,华勤技术
300644.SZ,南京聚隆
301373.SZ,凌玮科技
600829.SS,人民同泰
688087.SS,英科再生
603021.SS,*ST华鹏
300115.SZ,长盈精密
688330.SS,宏力达
603396.SS,金辰股份
600929.SS,XD雪天盐
301273.SZ,瑞晨环保
301522.SZ,上大股份
300015.SZ,爱尔眼科
688187.SS,时代电气
603121.SS,华培动力
300851.SZ,交大思诺
300951.SZ,博硕科技
002722.SZ,物产金轮
002073.SZ,软控股份
600854.SS,春兰股份
300639.SZ,凯普生物
300168.SZ,万达信息
002595.SZ,豪迈科技
002622.SZ,皓宸医疗
002173.SZ,创新医疗
601985.SS,中国核电
002495.SZ,佳隆股份
300739.SZ,明阳电路
300068.SZ,ST南都
002937.SZ,兴瑞科技
000408.SZ,藏格矿业
001388.SZ,信通电子
603918.SS,金桥信息
600641.SS,先导基电
600110.SS,诺德股份
002837.SZ,英维克
600741.SS,华域汽车
603818.SS,曲美家居
600010.SS,包钢股份
001288.SZ,运机集团
600622.SS,光大嘉宝
600173.SS,卧龙新能
605089.SS,味知香
600495.SS,晋西车轴
600722.SS,金牛化工
600073.SS,光明肉业
600595.SS,中孚实业
605189.SS,富春染织
688099.SS,晶晨股份
603288.SS,海天味业
002741.SZ,光华科技
002010.SZ,传化智联
688199.SS,久日新材
002641.SZ,公元股份
002110.SZ,三钢闽光
001396.SZ,誉帆科技
300832.SZ,新产业
601368.SS,绿城水务
603906.SS,龙蟠科技
002929.SZ,润建股份
603806.SS,福斯特
601268.SS,*ST二重
300932.SZ,三友联众
001296.SZ,长江材料
002829.SZ,星网宇达
000516.SZ,国际医学
301310.SZ,鑫宏业
300627.SZ,华测导航
603713.SS,密尔克卫
603042.SS,华脉科技
300176.SZ,鸿特科技
688502.SS,茂莱光学
300490.SZ,华自科技
688253.SS,英诺特
603613.SS,国联股份
301210.SZ,金杨精密
300727.SZ,润禾材料
300076.SZ,*ST宁视
001965.SZ,招商公路
300590.SZ,移为通信
688353.SS,华盛锂电
300007.SZ,汉威科技
688195.SS,腾景科技
603662.SS,柯力传感
300756.SZ,金马游乐
301261.SZ,恒工精密
001914.SZ,招商积余
688322.SS,奥比中光-W
688095.SS,XD福昕软
603033.SS,三维股份
300107.SZ,建新股份
300656.SZ,民德电子
301361.SZ,众智科技
301687.SZ,新广益
688222.SS,成都先导
603284.SS,林平发展
688573.SS,信宇人
603877.SS,太平鸟
300943.SZ,春晖智控
600599.SS,退市熊猫
000567.SZ,海德股份
002858.SZ,力盛体育
300843.SZ,胜蓝股份
603977.SS,国泰集团
601319.SS,中国人保
002958.SZ,青农商行
600499.SS,科达制造
002487.SZ,大金重工
002161.SZ,远 望 谷
002630.SZ,*ST华西
601997.SS,贵阳银行
600846.SS,同济科技
002587.SZ,奥拓电子
002061.SZ,浙江交科
002730.SZ,电光科技
600753.SS,*ST海钦
002825.SZ,纳尔股份
600653.SS,申华控股
002925.SZ,盈趣科技
600587.SS,新华医疗
002846.SZ,英联股份
600061.SS,国投资本
603869.SS,ST智知
600730.SS,*ST高科
002946.SZ,新乳业
600487.SS,亨通光电
600161.SS,天坛生物
601456.SS,国联民生
600630.SS,龙头股份
603969.SS,银龙股份
002102.SZ,ST能特
002653.SZ,海思科
300019.SZ,硅宝科技
300748.SZ,金力永磁
600925.SS,苏能股份
002753.SZ,永东股份
300119.SZ,瑞普生物
600825.SS,新华传媒
300648.SZ,星云股份
000504.SZ,*ST生物
300920.SZ,润阳科技
000404.SZ,长虹华意
605500.SS,森林包装
300820.SZ,英杰电气
300582.SZ,英飞特
688410.SS,山外山
603150.SS,万朗磁塑
603601.SS,再升科技
600958.SS,东方证券
301202.SZ,朗威股份
300735.SZ,光弘科技
688510.SS,航亚科技
300482.SZ,万孚生物
603050.SS,科林电气
300164.SZ,通源石油
301302.SZ,华如科技
300635.SZ,中达安
600858.SS,银座股份
603701.SS,德宏股份
002599.SZ,盛通股份
000551.SZ,创元科技
601098.SS,中南传媒
600718.SS,东软集团
300975.SZ,商络电子
601198.SS,东兴证券
300875.SZ,捷强装备
600618.SS,氯碱化工
600149.SS,廊坊发展
605555.SS,德昌股份
688314.SS,康拓医疗
300286.SZ,安科瑞
301257.SZ,普蕊斯
300760.SZ,迈瑞医疗
300031.SZ,宝通科技
603105.SS,芯能科技
688545.SS,兴福电子
300386.SZ,飞天诚信
301357.SZ,北方长龙
300660.SZ,江苏雷利
603005.SS,晶方科技
300131.SZ,英唐智控
002813.SZ,路畅科技
600283.SS,钱江水利
300908.SZ,仲景食品
600765.SS,中航重机
600383.SS,金地集团
002913.SZ,奥士康
600665.SS,天地源
300808.SZ,久量股份
688369.SS,致远互联
002606.SZ,大连电瓷
002157.SZ,正邦科技
603629.SS,利通电子
600970.SS,XD中材国
603178.SS,圣龙股份
002706.SZ,良信股份
002057.SZ,中钢天源
688538.SS,和辉光电-U
688269.SS,XD凯立新
603729.SS,ST龙韵
603078.SS,江化微
301518.SZ,长华化学
002383.SZ,合众思壮
300298.SZ,三诺生物
002134.SZ,天津普林
002283.SZ,天润工业
301349.SZ,信德新材
301418.SZ,协昌科技
002765.SZ,蓝黛科技
002034.SZ,旺能环境
300398.SZ,飞凯材料
600706.SS,曲江文旅
601231.SS,环旭电子
600057.SS,厦门象屿
002870.SZ,香山股份
601086.SS,国芳集团
600606.SS,绿地控股
600157.SS,永泰能源
601186.SS,中国铁建
002970.SZ,锐明技术
688691.SS,灿芯股份
603637.SS,镇海股份
300703.SZ,创源股份
301234.SZ,五洲医疗
301565.SZ,中仑新材
300052.SZ,中青宝
603166.SS,福达股份
000990.SZ,诚志股份
301083.SZ,百胜智能
688426.SS,康为世纪
688377.SS,迪威尔
002149.SZ,西部材料
000890.SZ,法尔胜
300603.SZ,立昂技术
603737.SS,三棵树
603066.SS,音飞储存
300152.SZ,*ST动力
002718.SZ,友邦吊顶
002049.SZ,紫光国微
688526.SS,科前生物
603580.SS,*ST艾艾
301183.SZ,东田微
688277.SS,天智航-U
000785.SZ,居然智家
603822.SS,ST嘉澳
300916.SZ,朗特智能
000532.SZ,华金资本
300816.SZ,艾可蓝
603922.SS,ST金鸿顺
000685.SZ,中山公用
300867.SZ,圣元环保
300967.SZ,晓鸣股份
000543.SZ,皖能电力
603017.SS,XD中衡设
300123.SZ,ST亚光
301345.SZ,涛涛车业
300672.SZ,国科微
002038.SZ,双鹭药业
002769.SZ,普路通
300394.SZ,天孚通信
688206.SS,概伦电子
688557.SS,兰剑智能
603117.SS,万林物流
300772.SZ,运达股份
688306.SS,均普智能
300294.SZ,博雅生物
002138.SZ,顺络电子
002669.SZ,康达新材
600126.SS,杭钢股份
600391.SS,航发科技
002901.SZ,大博医疗
000789.SZ,万年青
600026.SS,中远海能
600777.SS,*ST新潮
002801.SZ,微光股份
301469.SZ,恒达新材
600862.SS,中航高科
301338.SZ,凯格精机
002045.SZ,国光电器
002714.SZ,牧原股份
301238.SZ,瑞泰新材
600962.SS,国投中鲁
002145.SZ,钛能化学
002614.SZ,奥佳华
002026.SZ,山东威达
002777.SZ,久远银海
688218.SS,江苏北人
688549.SS,中巨芯-U
002291.SZ,遥望科技
603009.SS,北特科技
603758.SS,秦安股份
600801.SS,华新建材
688318.SS,财富趋势
688449.SS,联芸科技
002126.SZ,银轮股份
002677.SZ,浙江美大
603109.SS,XD神驰机
600901.SS,江苏金租
603658.SS,安图生物
002391.SZ,长青股份
002962.SZ,五方光电
300879.SZ,大叶股份
605208.SS,永茂泰
002862.SZ,实丰文化
300979.SZ,华利集团
600714.SS,金瑞矿业
688265.SS,南模生物
301191.SZ,菲菱科思
000882.SZ,华联股份
300140.SZ,节能环境
300611.SZ,美力科技
301326.SZ,捷邦科技
688783.SS,西安奕材-U
603725.SS,天安新材
688365.SS,光云科技
301091.SZ,深城交
301577.SZ,美信科技
300040.SZ,九洲集团
688683.SS,莱尔科技
300711.SZ,广哈通信
301226.SZ,祥明智能
000982.SZ,中银绒业
000420.SZ,吉林化纤
600138.SS,中青旅
300804.SZ,广康生化
000697.SZ,炼石航空
000520.SZ,凤凰航运
000797.SZ,中国武夷
600038.SS,中直股份
600769.SS,祥龙电业
300904.SZ,威力传动
002100.SZ,天康生物
002651.SZ,利君股份
603398.SS,*ST沐邦
688189.SS,ST南新
600927.SS,永安期货
603298.SS,杭叉集团
688089.SS,嘉必优
600827.SS,百联股份
600585.SS,海螺水泥
605199.SS,ST葫芦娃
600063.SS,皖维高新
600732.SS,爱旭股份
605099.SS,共创草坪
600163.SS,中闽能源
688343.SS,云天励飞-U
300580.SZ,贝斯特
301551.SZ,无线传媒
300066.SZ,三川智慧
300737.SZ,科顺股份
301200.SZ,大族数控
300480.SZ,光力科技
688512.SS,慧智微-U
300166.SZ,东方国信
603052.SS,可川科技
603703.SS,盛洋科技
300637.SZ,扬帆新材
301300.SZ,远翔新材
000506.SZ,招金黄金
002839.SZ,张家港行
300922.SZ,天秦装备
603816.SS,顾家家居
001286.SZ,陕西能源
002939.SZ,长城证券
001386.SZ,马可波罗
603916.SS,苏博特
300822.SZ,贝仕达克
300941.SZ,创识科技
000565.SZ,渝三峡Ａ
300841.SZ,康华生物
688197.SS,首药控股-U
603131.SS,上海沪工
300005.SZ,探路者
301263.SZ,泰恩康
603660.SS,苏州科达
600939.SS,重庆建工
688320.SS,禾川科技
603386.SS,骏亚科技
300105.SZ,龙源技术
688097.SS,博众精工
603031.SS,安孚科技
600839.SS,四川长虹
301363.SZ,美好医疗
300654.SZ,世纪天鸿
688220.SS,翱捷科技-U
603286.SS,日盈电子
688571.SS,杭华股份
600000.SS,浦发银行
603808.SS,歌力思
600751.SS,海航科技
001298.SZ,好上好
000518.SZ,四环生物
002827.SZ,高争民爆
600100.SS,同方股份
601366.SS,利群股份
600651.SS,飞乐音响
603908.SS,牧高笛
002927.SZ,泰永长征
002485.SZ,ST雪发
300078.SZ,思创智联
300729.SZ,乐歌股份
002163.SZ,海南发展
002632.SZ,道明光学
601995.SS,中金公司
300629.SZ,新劲刚
600844.SS,金煤科技
002585.SZ,双星新材
002063.SZ,远光软件
002732.SZ,燕塘乳业
300658.SZ,延江股份
600835.SS,上海机电
300109.SZ,新开源
002743.SZ,富煌钢构
002012.SZ,凯恩股份
600935.SS,华塑股份
300758.SZ,七彩化学
300009.SZ,安科生物
002643.SZ,万润股份
002112.SZ,三变科技
603979.SS,金诚信
600620.SS,天宸股份
600171.SS,上海贝岭
002956.SZ,西麦食品
000338.SZ,潍柴动力
600497.SS,驰宏锌锗
600720.SS,中交设计
603879.SS,永悦科技
600071.SS,凤凰光学
600597.SS,光明乳业
002856.SZ,*ST美芝
603711.SS,香飘飘
