min_consecutive_limit_up,min_entity_board_ratio,pullback_ratio_min,pullback_ratio_max,volume_shrink_ratio,volume_shrink_ratio_min,take_profit,stop_loss,hold_days,require_oversold,require_low_close,win_rate,avg_return,total_return,signal_count,profit_factor,sharpe,sortino,max_drawdown,score
2,0.3,0.05,0.1,0.75,0.05,0.03,-0.15,5,False,False,0.5663,0.0108,10.9766,249,2.07,4.57,5.0,-28.09,0.7201
2,0.6,0.05,0.1,0.75,0.05,0.03,-0.15,5,False,False,0.5685,0.0107,9.7249,241,2.0,4.46,5.0,-28.24,0.7201
2,0.15,0.05,0.1,0.75,0.1,0.03,-0.15,5,False,False,0.5663,0.0108,10.9766,249,2.07,4.57,5.0,-28.09,0.7201
2,0.15,0.05,0.1,0.75,0.05,0.03,-0.15,5,False,False,0.5663,0.0108,10.9766,249,2.07,4.57,5.0,-28.09,0.7201
2,0.6,0.05,0.1,0.75,0.1,0.03,-0.15,5,False,False,0.5685,0.0107,9.7249,241,2.0,4.46,5.0,-28.24,0.7201
2,0.15,0.05,0.1,0.75,0.0,0.03,-0.15,5,False,False,0.5663,0.0108,10.9766,249,2.07,4.57,5.0,-28.09,0.7201
2,0.6,0.05,0.1,0.75,0.0,0.03,-0.15,5,False,False,0.5685,0.0107,9.7249,241,2.0,4.46,5.0,-28.24,0.7201
2,0.3,0.05,0.1,0.75,0.0,0.03,-0.15,5,False,False,0.5663,0.0108,10.9766,249,2.07,4.57,5.0,-28.09,0.7201
2,0.6,0.02,0.42,0.75,0.05,0.03,-0.15,5,False,False,0.5803,0.01,617.0751,710,1.69,3.95,5.0,-52.7,0.7195
2,0.6,0.02,0.42,0.75,0.1,0.03,-0.15,5,False,False,0.5803,0.01,617.0751,710,1.69,3.95,5.0,-52.7,0.7195
2,0.6,0.02,0.42,0.75,0.0,0.03,-0.15,5,False,False,0.5803,0.01,617.0751,710,1.69,3.95,5.0,-52.7,0.7195
2,0.6,0.05,0.1,0.6,0.05,0.05,-0.15,7,False,False,0.4966,0.0148,5.8322,145,2.44,4.46,5.0,-18.5,0.7193
2,0.6,0.05,0.1,0.6,0.1,0.05,-0.15,7,False,False,0.4966,0.0148,5.8322,145,2.44,4.46,5.0,-18.5,0.7193
2,0.6,0.05,0.1,0.6,0.0,0.05,-0.15,7,False,False,0.4966,0.0148,5.8322,145,2.44,4.46,5.0,-18.5,0.7193
2,0.6,0.02,0.34,0.75,0.05,0.03,-0.15,5,False,False,0.5775,0.01,616.6574,703,1.74,4.01,5.0,-53.99,0.719
2,0.6,0.02,0.34,0.75,0.0,0.03,-0.15,5,False,False,0.5775,0.01,616.6574,703,1.74,4.01,5.0,-53.99,0.719
2,0.45,0.05,0.1,0.75,0.1,0.03,-0.15,5,False,False,0.5645,0.0107,10.6506,248,2.07,4.53,5.0,-28.24,0.719
2,0.6,0.02,0.34,0.75,0.1,0.03,-0.15,5,False,False,0.5775,0.01,616.6574,703,1.74,4.01,5.0,-53.99,0.719
2,0.45,0.05,0.1,0.75,0.0,0.03,-0.15,5,False,False,0.5645,0.0107,10.6506,248,2.07,4.53,5.0,-28.24,0.719
2,0.45,0.05,0.1,0.75,0.05,0.03,-0.15,5,False,False,0.5645,0.0107,10.6506,248,2.07,4.53,5.0,-28.24,0.719
2,0.15,0.02,0.18,0.75,0.1,0.03,-0.15,5,False,False,0.5721,0.01,392.8719,652,1.81,4.05,5.0,-48.65,0.7172
2,0.3,0.02,0.18,0.75,0.0,0.03,-0.15,5,False,False,0.5721,0.01,392.8719,652,1.81,4.05,5.0,-48.65,0.7172
2,0.15,0.02,0.18,0.75,0.0,0.03,-0.15,5,False,False,0.5721,0.01,392.8719,652,1.81,4.05,5.0,-48.65,0.7172
2,0.3,0.02,0.18,0.75,0.1,0.03,-0.15,5,False,False,0.5721,0.01,392.8719,652,1.81,4.05,5.0,-48.65,0.7172
2,0.15,0.02,0.18,0.75,0.05,0.03,-0.15,5,False,False,0.5721,0.01,392.8719,652,1.81,4.05,5.0,-48.65,0.7172
2,0.3,0.02,0.18,0.75,0.05,0.03,-0.15,5,False,False,0.5721,0.01,392.8719,652,1.81,4.05,5.0,-48.65,0.7172
2,0.45,0.02,0.18,0.75,0.0,0.03,-0.15,5,False,False,0.5714,0.01,382.1513,651,1.81,4.03,5.0,-50.05,0.7168
2,0.45,0.02,0.18,0.75,0.1,0.03,-0.15,5,False,False,0.5714,0.01,382.1513,651,1.81,4.03,5.0,-50.05,0.7168
2,0.45,0.02,0.18,0.75,0.05,0.03,-0.15,5,False,False,0.5714,0.01,382.1513,651,1.81,4.03,5.0,-50.05,0.7168
2,0.15,0.02,0.42,0.75,0.0,0.03,-0.15,5,False,False,0.5697,0.0101,1007.3873,753,1.84,4.09,5.0,-50.02,0.7164
2,0.3,0.02,0.42,0.75,0.05,0.03,-0.15,5,False,False,0.5697,0.0101,1007.3873,753,1.84,4.09,5.0,-50.02,0.7164
2,0.3,0.02,0.42,0.75,0.1,0.03,-0.15,5,False,False,0.5697,0.0101,1007.3873,753,1.84,4.09,5.0,-50.02,0.7164
2,0.3,0.02,0.42,0.75,0.0,0.03,-0.15,5,False,False,0.5697,0.0101,1007.3873,753,1.84,4.09,5.0,-50.02,0.7164
2,0.15,0.02,0.42,0.75,0.05,0.03,-0.15,5,False,False,0.5697,0.0101,1007.3873,753,1.84,4.09,5.0,-50.02,0.7164
2,0.15,0.02,0.42,0.75,0.1,0.03,-0.15,5,False,False,0.5697,0.0101,1007.3873,753,1.84,4.09,5.0,-50.02,0.7164
2,0.3,0.02,0.34,0.75,0.0,0.03,-0.15,5,False,False,0.567,0.0101,1006.7058,746,1.89,4.15,5.0,-51.38,0.7159
2,0.15,0.02,0.34,0.75,0.1,0.03,-0.15,5,False,False,0.567,0.0101,1006.7058,746,1.89,4.15,5.0,-51.38,0.7159
2,0.3,0.02,0.34,0.75,0.05,0.03,-0.15,5,False,False,0.567,0.0101,1006.7058,746,1.89,4.15,5.0,-51.38,0.7159
2,0.15,0.02,0.34,0.75,0.0,0.03,-0.15,5,False,False,0.567,0.0101,1006.7058,746,1.89,4.15,5.0,-51.38,0.7159
2,0.15,0.02,0.34,0.75,0.05,0.03,-0.15,5,False,False,0.567,0.0101,1006.7058,746,1.89,4.15,5.0,-51.38,0.7159
2,0.3,0.02,0.34,0.75,0.1,0.03,-0.15,5,False,False,0.567,0.0101,1006.7058,746,1.89,4.15,5.0,-51.38,0.7159
2,0.45,0.02,0.42,0.75,0.05,0.03,-0.15,5,False,False,0.5686,0.01,953.2409,751,1.84,4.06,5.0,-51.38,0.7157
2,0.45,0.02,0.42,0.75,0.1,0.03,-0.15,5,False,False,0.5686,0.01,953.2409,751,1.84,4.06,5.0,-51.38,0.7157
2,0.45,0.02,0.42,0.75,0.0,0.03,-0.15,5,False,False,0.5686,0.01,953.2409,751,1.84,4.06,5.0,-51.38,0.7157
2,0.6,0.02,0.26,0.75,0.1,0.03,-0.15,5,False,False,0.5723,0.0098,458.8192,692,1.73,3.88,5.0,-53.99,0.7154
2,0.6,0.02,0.26,0.75,0.05,0.03,-0.15,5,False,False,0.5723,0.0098,458.8192,692,1.73,3.88,5.0,-53.99,0.7154
2,0.6,0.02,0.26,0.75,0.0,0.03,-0.15,5,False,False,0.5723,0.0098,458.8192,692,1.73,3.88,5.0,-53.99,0.7154
2,0.6,0.05,0.42,0.45,0.05,0.03,-0.15,10,False,False,0.57,0.0099,5.2853,207,1.67,3.73,5.0,-25.52,0.7153
2,0.6,0.05,0.42,0.45,0.0,0.03,-0.15,10,False,False,0.57,0.0099,5.2853,207,1.67,3.73,5.0,-25.52,0.7153
2,0.6,0.05,0.42,0.45,0.1,0.03,-0.15,10,False,False,0.57,0.0099,5.2853,207,1.67,3.73,5.0,-25.52,0.7153
2,0.45,0.02,0.34,0.75,0.1,0.03,-0.15,5,False,False,0.5659,0.0101,952.596,744,1.89,4.12,5.0,-52.7,0.7152
2,0.45,0.02,0.34,0.75,0.0,0.03,-0.15,5,False,False,0.5659,0.0101,952.596,744,1.89,4.12,5.0,-52.7,0.7152
2,0.45,0.02,0.34,0.75,0.05,0.03,-0.15,5,False,False,0.5659,0.0101,952.596,744,1.89,4.12,5.0,-52.7,0.7152
2,0.6,0.08,0.42,0.45,0.1,0.03,-0.15,7,False,False,0.5521,0.0108,4.0132,163,2.15,4.36,5.0,-29.52,0.715
2,0.6,0.08,0.42,0.45,0.05,0.03,-0.15,7,False,False,0.5521,0.0108,4.0132,163,2.15,4.36,5.0,-29.52,0.715
2,0.6,0.08,0.42,0.45,0.0,0.03,-0.15,7,False,False,0.5521,0.0108,4.0132,163,2.15,4.36,5.0,-29.52,0.715
2,0.6,0.02,0.1,0.75,0.1,0.03,-0.12,5,False,False,0.5893,0.0087,17.9469,375,1.37,3.44,5.0,-38.55,0.7145
2,0.6,0.02,0.1,0.75,0.0,0.03,-0.12,5,False,False,0.5893,0.0087,17.9469,375,1.37,3.44,5.0,-38.55,0.7145
2,0.6,0.02,0.1,0.75,0.05,0.03,-0.12,5,False,False,0.5893,0.0087,17.9469,375,1.37,3.44,5.0,-38.55,0.7145
2,0.45,0.08,0.1,0.45,0.1,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.3,0.08,0.1,0.45,0.05,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.15,0.08,0.1,0.45,0.0,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.45,0.08,0.1,0.45,0.0,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.3,0.08,0.1,0.45,0.0,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.3,0.08,0.1,0.45,0.1,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.15,0.08,0.1,0.45,0.1,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.15,0.08,0.1,0.45,0.05,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.45,0.08,0.1,0.45,0.05,0.07,-0.15,10,False,False,0.4848,0.0259,1.1284,33,2.98,5.64,5.0,-17.04,0.7144
2,0.6,0.02,0.42,0.45,0.1,0.03,-0.15,10,False,False,0.5745,0.0095,6.3333,235,1.58,3.55,5.0,-26.97,0.7143
2,0.6,0.02,0.42,0.45,0.0,0.03,-0.15,10,False,False,0.5745,0.0095,6.3333,235,1.58,3.55,5.0,-26.97,0.7143
2,0.6,0.02,0.42,0.45,0.05,0.03,-0.15,10,False,False,0.5745,0.0095,6.3333,235,1.58,3.55,5.0,-26.97,0.7143
2,0.6,0.05,0.34,0.45,0.05,0.03,-0.15,10,False,False,0.568,0.0098,5.1143,206,1.68,3.69,5.0,-25.52,0.7139
2,0.6,0.05,0.34,0.45,0.1,0.03,-0.15,10,False,False,0.568,0.0098,5.1143,206,1.68,3.69,5.0,-25.52,0.7139
2,0.6,0.05,0.34,0.45,0.0,0.03,-0.15,10,False,False,0.568,0.0098,5.1143,206,1.68,3.69,5.0,-25.52,0.7139
2,0.6,0.08,0.34,0.45,0.0,0.03,-0.15,7,False,False,0.5494,0.0107,3.8767,162,2.15,4.31,5.0,-29.52,0.7133
2,0.6,0.08,0.34,0.45,0.05,0.03,-0.15,7,False,False,0.5494,0.0107,3.8767,162,2.15,4.31,5.0,-29.52,0.7133
2,0.6,0.08,0.34,0.45,0.1,0.03,-0.15,7,False,False,0.5494,0.0107,3.8767,162,2.15,4.31,5.0,-29.52,0.7133
2,0.6,0.02,0.34,0.45,0.1,0.03,-0.15,10,False,False,0.5726,0.0094,6.1337,234,1.58,3.51,5.0,-26.97,0.7131
2,0.6,0.02,0.34,0.45,0.05,0.03,-0.15,10,False,False,0.5726,0.0094,6.1337,234,1.58,3.51,5.0,-26.97,0.7131
2,0.6,0.02,0.34,0.45,0.0,0.03,-0.15,10,False,False,0.5726,0.0094,6.1337,234,1.58,3.51,5.0,-26.97,0.7131
2,0.3,0.02,0.1,0.75,0.1,0.03,-0.15,3,False,False,0.5013,0.0131,149.1925,395,7.3,8.13,5.0,-16.5,0.7129
2,0.15,0.02,0.1,0.75,0.1,0.03,-0.15,3,False,False,0.5013,0.0131,149.1925,395,7.3,8.13,5.0,-16.5,0.7129
2,0.3,0.02,0.1,0.75,0.05,0.03,-0.15,3,False,False,0.5013,0.0131,149.1925,395,7.3,8.13,5.0,-16.5,0.7129
2,0.3,0.02,0.1,0.75,0.0,0.03,-0.15,3,False,False,0.5013,0.0131,149.1925,395,7.3,8.13,5.0,-16.5,0.7129
2,0.15,0.02,0.1,0.75,0.0,0.03,-0.15,3,False,False,0.5013,0.0131,149.1925,395,7.3,8.13,5.0,-16.5,0.7129
2,0.15,0.02,0.1,0.75,0.05,0.03,-0.15,3,False,False,0.5013,0.0131,149.1925,395,7.3,8.13,5.0,-16.5,0.7129
2,0.6,0.08,0.26,0.45,0.1,0.03,-0.15,10,False,False,0.5633,0.01,3.16,158,1.78,3.86,4.95,-27.55,0.7126
2,0.6,0.08,0.26,0.45,0.05,0.03,-0.15,10,False,False,0.5633,0.01,3.16,158,1.78,3.86,4.95,-27.55,0.7126
2,0.6,0.08,0.26,0.45,0.0,0.03,-0.15,10,False,False,0.5633,0.01,3.16,158,1.78,3.86,4.95,-27.55,0.7126
2,0.6,0.02,0.1,0.75,0.0,0.03,-0.15,3,False,False,0.5013,0.0131,112.9729,375,6.95,7.95,5.0,-16.5,0.7126
2,0.6,0.02,0.1,0.75,0.1,0.03,-0.15,3,False,False,0.5013,0.0131,112.9729,375,6.95,7.95,5.0,-16.5,0.7126
2,0.6,0.02,0.1,0.75,0.05,0.03,-0.15,3,False,False,0.5013,0.0131,112.9729,375,6.95,7.95,5.0,-16.5,0.7126
2,0.6,0.05,0.18,0.45,0.05,0.03,-0.15,10,False,False,0.5793,0.0089,2.5638,164,1.39,3.07,5.0,-25.52,0.7122
2,0.6,0.05,0.18,0.45,0.0,0.03,-0.15,10,False,False,0.5793,0.0089,2.5638,164,1.39,3.07,5.0,-25.52,0.7122
2,0.45,0.02,0.1,0.75,0.1,0.03,-0.15,3,False,False,0.5,0.0131,145.1045,394,7.3,8.1,5.0,-16.5,0.7122
2,0.6,0.05,0.18,0.45,0.1,0.03,-0.15,10,False,False,0.5793,0.0089,2.5638,164,1.39,3.07,5.0,-25.52,0.7122
2,0.45,0.02,0.1,0.75,0.05,0.03,-0.15,3,False,False,0.5,0.0131,145.1045,394,7.3,8.1,5.0,-16.5,0.7122
2,0.45,0.02,0.1,0.75,0.0,0.03,-0.15,3,False,False,0.5,0.0131,145.1045,394,7.3,8.1,5.0,-16.5,0.7122
2,0.3,0.02,0.26,0.75,0.1,0.03,-0.15,5,False,False,0.5613,0.0098,714.0588,734,1.88,4.0,5.0,-51.38,0.7119
2,0.15,0.02,0.26,0.75,0.1,0.03,-0.15,5,False,False,0.5613,0.0098,714.0588,734,1.88,4.0,5.0,-51.38,0.7119
2,0.15,0.02,0.26,0.75,0.0,0.03,-0.15,5,False,False,0.5613,0.0098,714.0588,734,1.88,4.0,5.0,-51.38,0.7119
2,0.15,0.02,0.26,0.75,0.05,0.03,-0.15,5,False,False,0.5613,0.0098,714.0588,734,1.88,4.0,5.0,-51.38,0.7119
2,0.3,0.02,0.26,0.75,0.05,0.03,-0.15,5,False,False,0.5613,0.0098,714.0588,734,1.88,4.0,5.0,-51.38,0.7119
2,0.3,0.02,0.26,0.75,0.0,0.03,-0.15,5,False,False,0.5613,0.0098,714.0588,734,1.88,4.0,5.0,-51.38,0.7119
2,0.6,0.05,0.42,0.75,0.0,0.03,-0.15,5,False,False,0.5677,0.0095,137.2422,576,1.72,3.74,5.0,-54.9,0.7118
2,0.6,0.05,0.42,0.75,0.1,0.03,-0.15,5,False,False,0.5677,0.0095,137.2422,576,1.72,3.74,5.0,-54.9,0.7118
2,0.6,0.05,0.42,0.75,0.05,0.03,-0.15,5,False,False,0.5677,0.0095,137.2422,576,1.72,3.74,5.0,-54.9,0.7118
2,0.6,0.05,0.18,0.75,0.05,0.03,-0.15,5,False,False,0.5673,0.0094,58.8645,483,1.7,3.67,5.0,-56.19,0.7112
2,0.6,0.05,0.34,0.75,0.05,0.03,-0.15,5,False,False,0.5641,0.0096,137.1488,569,1.77,3.81,5.0,-56.13,0.7112
2,0.6,0.05,0.34,0.75,0.0,0.03,-0.15,5,False,False,0.5641,0.0096,137.1488,569,1.77,3.81,5.0,-56.13,0.7112
2,0.6,0.05,0.18,0.75,0.0,0.03,-0.15,5,False,False,0.5673,0.0094,58.8645,483,1.7,3.67,5.0,-56.19,0.7112
2,0.6,0.05,0.18,0.75,0.1,0.03,-0.15,5,False,False,0.5673,0.0094,58.8645,483,1.7,3.67,5.0,-56.19,0.7112
2,0.6,0.05,0.34,0.75,0.1,0.03,-0.15,5,False,False,0.5641,0.0096,137.1488,569,1.77,3.81,5.0,-56.13,0.7112
2,0.45,0.02,0.26,0.75,0.1,0.03,-0.15,5,False,False,0.5601,0.0098,675.663,732,1.88,3.98,5.0,-52.7,0.7111
2,0.45,0.02,0.26,0.75,0.0,0.03,-0.15,5,False,False,0.5601,0.0098,675.663,732,1.88,3.98,5.0,-52.7,0.7111
2,0.45,0.02,0.26,0.75,0.05,0.03,-0.15,5,False,False,0.5601,0.0098,675.663,732,1.88,3.98,5.0,-52.7,0.7111
2,0.6,0.11,0.42,0.6,0.0,0.03,-0.15,7,False,False,0.5687,0.0093,4.8048,211,1.65,3.56,5.0,-52.01,0.711
2,0.6,0.11,0.42,0.6,0.1,0.03,-0.15,7,False,False,0.5687,0.0093,4.8048,211,1.65,3.56,5.0,-52.01,0.711
2,0.6,0.11,0.42,0.6,0.05,0.03,-0.15,7,False,False,0.5687,0.0093,4.8048,211,1.65,3.56,5.0,-52.01,0.711
2,0.3,0.02,0.1,0.75,0.0,0.03,-0.12,5,False,False,0.5848,0.0084,18.2466,395,1.36,3.29,5.0,-36.83,0.7106
2,0.15,0.02,0.1,0.75,0.05,0.03,-0.12,5,False,False,0.5848,0.0084,18.2466,395,1.36,3.29,5.0,-36.83,0.7106
2,0.3,0.02,0.1,0.75,0.05,0.03,-0.12,5,False,False,0.5848,0.0084,18.2466,395,1.36,3.29,5.0,-36.83,0.7106
2,0.15,0.02,0.1,0.75,0.1,0.03,-0.12,5,False,False,0.5848,0.0084,18.2466,395,1.36,3.29,5.0,-36.83,0.7106
2,0.3,0.02,0.1,0.75,0.1,0.03,-0.12,5,False,False,0.5848,0.0084,18.2466,395,1.36,3.29,5.0,-36.83,0.7106
2,0.15,0.02,0.1,0.75,0.0,0.03,-0.12,5,False,False,0.5848,0.0084,18.2466,395,1.36,3.29,5.0,-36.83,0.7106
2,0.6,0.14,0.42,0.75,0.05,0.03,-0.15,3,False,False,0.5377,0.0108,6.5618,199,2.88,5.33,5.0,-28.09,0.71
2,0.6,0.14,0.42,0.75,0.1,0.03,-0.15,3,False,False,0.5377,0.0108,6.5618,199,2.88,5.33,5.0,-28.09,0.71
2,0.6,0.14,0.42,0.75,0.0,0.03,-0.15,3,False,False,0.5377,0.0108,6.5618,199,2.88,5.33,5.0,-28.09,0.71
2,0.6,0.05,0.42,0.6,0.05,0.03,-0.15,7,False,False,0.5763,0.0087,17.5007,380,1.46,3.19,5.0,-53.44,0.7099
2,0.6,0.05,0.42,0.6,0.1,0.03,-0.15,7,False,False,0.5763,0.0087,17.5007,380,1.46,3.19,5.0,-53.44,0.7099
2,0.45,0.02,0.1,0.75,0.1,0.03,-0.12,5,False,False,0.5838,0.0083,17.7228,394,1.36,3.27,5.0,-36.83,0.7099
2,0.45,0.02,0.1,0.75,0.05,0.03,-0.12,5,False,False,0.5838,0.0083,17.7228,394,1.36,3.27,5.0,-36.83,0.7099
2,0.45,0.02,0.1,0.75,0.0,0.03,-0.12,5,False,False,0.5838,0.0083,17.7228,394,1.36,3.27,5.0,-36.83,0.7099
2,0.6,0.05,0.42,0.6,0.0,0.03,-0.15,7,False,False,0.5763,0.0087,17.5007,380,1.46,3.19,5.0,-53.44,0.7099
2,0.6,0.05,0.18,0.45,0.1,0.03,-0.12,10,False,False,0.5793,0.0085,2.4147,164,1.33,3.1,5.0,-27.99,0.7095
2,0.6,0.05,0.18,0.45,0.05,0.03,-0.12,10,False,False,0.5793,0.0085,2.4147,164,1.33,3.1,5.0,-27.99,0.7095
2,0.6,0.05,0.18,0.45,0.0,0.03,-0.12,10,False,False,0.5793,0.0085,2.4147,164,1.33,3.1,5.0,-27.99,0.7095
2,0.3,0.05,0.1,0.6,0.05,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.15,0.05,0.1,0.6,0.1,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.15,0.05,0.1,0.6,0.0,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.45,0.05,0.1,0.6,0.0,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.3,0.05,0.1,0.6,0.0,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.3,0.05,0.1,0.6,0.1,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.45,0.05,0.1,0.6,0.1,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.45,0.05,0.1,0.6,0.05,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.15,0.05,0.1,0.6,0.05,0.05,-0.15,7,False,False,0.4898,0.0135,4.6678,147,2.25,3.91,5.0,-26.28,0.7092
2,0.6,0.02,0.42,0.75,0.1,0.03,-0.15,3,False,False,0.5042,0.0124,4551.3566,710,5.22,6.95,5.0,-28.09,0.7089
2,0.6,0.02,0.42,0.75,0.0,0.03,-0.15,3,False,False,0.5042,0.0124,4551.3566,710,5.22,6.95,5.0,-28.09,0.7089
2,0.6,0.02,0.42,0.75,0.05,0.03,-0.15,3,False,False,0.5042,0.0124,4551.3566,710,5.22,6.95,5.0,-28.09,0.7089
2,0.6,0.08,0.42,0.6,0.05,0.03,-0.15,7,False,False,0.5714,0.0088,8.3993,287,1.53,3.28,5.0,-45.13,0.7088
2,0.6,0.08,0.42,0.6,0.1,0.03,-0.15,7,False,False,0.5714,0.0088,8.3993,287,1.53,3.28,5.0,-45.13,0.7088
2,0.6,0.08,0.42,0.6,0.0,0.03,-0.15,7,False,False,0.5714,0.0088,8.3993,287,1.53,3.28,5.0,-45.13,0.7088
2,0.6,0.05,0.26,0.45,0.05,0.03,-0.15,10,False,False,0.5594,0.0094,4.4753,202,1.68,3.53,5.0,-25.52,0.7085
