metric,mean,lower,upper,std
Sharpe,4.6688818498780496,0.7547965847014372,9.537669456140389,2.2135674328377055
胜率,0.6960569620253165,0.5949367088607594,0.7974683544303798,0.05278703779107718
均收益,0.015332207915891807,0.002943857742004649,0.02721457531506437,0.006153066896923122
