min_consecutive_limit_up,min_entity_board_ratio,pullback_ratio_min,pullback_ratio_max,volume_shrink_ratio,volume_shrink_ratio_min,take_profit,stop_loss,hold_days,require_oversold,require_low_close,win_rate,avg_return,total_return,signal_count,profit_factor,score
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4728,0.0169,612.1995,404,3.63,0.3804
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4728,0.0169,612.1995,404,3.63,0.3804
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4726,0.0169,582.9995,402,3.62,0.3802
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4726,0.0169,582.9995,402,3.62,0.3802
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.1,7,False,True,0.561,0.025,1.6898,41,7.24,0.3798
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.1,7,False,True,0.561,0.025,1.6898,41,7.24,0.3798
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.1,7,False,True,0.561,0.025,1.6898,41,7.24,0.3798
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.1,7,False,True,0.561,0.025,1.6898,41,7.24,0.3798
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4535,0.0178,93.1872,269,5.25,0.3751
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4535,0.0178,93.1872,269,5.25,0.3751
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4535,0.0178,93.1872,269,5.25,0.3751
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4535,0.0178,93.1872,269,5.25,0.3751
2,0.5,0.05,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4559,0.0164,159.5239,329,4.04,0.3708
2,0.3,0.05,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4559,0.0164,159.5239,329,4.04,0.3708
2,0.3,0.05,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4559,0.0164,159.5239,329,4.04,0.3708
2,0.5,0.05,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4559,0.0164,159.5239,329,4.04,0.3708
2,0.3,0.08,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4592,0.016,204.6455,355,3.64,0.3707
2,0.3,0.08,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4592,0.016,204.6455,355,3.64,0.3707
2,0.5,0.08,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4589,0.016,194.8529,353,3.62,0.3704
2,0.5,0.08,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4589,0.016,194.8529,353,3.62,0.3704
2,0.3,0.08,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.4661,0.0151,32.5555,251,3.09,0.3701
2,0.3,0.08,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.4661,0.0151,32.5555,251,3.09,0.3701
2,0.5,0.08,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.4661,0.0151,32.5555,251,3.09,0.3701
2,0.5,0.08,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.4661,0.0151,32.5555,251,3.09,0.3701
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4585,0.0159,123.533,325,3.59,0.3698
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4585,0.0159,123.533,325,3.59,0.3698
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4582,0.0158,117.6029,323,3.57,0.3695
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4582,0.0158,117.6029,323,3.57,0.3695
2,0.3,0.1,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4395,0.0174,39.061,223,5.68,0.3673
2,0.5,0.1,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4395,0.0174,39.061,223,5.68,0.3673
2,0.5,0.1,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4395,0.0174,39.061,223,5.68,0.3673
2,0.3,0.1,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4395,0.0174,39.061,223,5.68,0.3673
2,0.3,0.05,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4635,0.0146,1081.6031,520,2.94,0.3669
2,0.3,0.05,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4635,0.0146,1081.6031,520,2.94,0.3669
2,0.5,0.05,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4633,0.0145,1030.0506,518,2.93,0.3666
2,0.5,0.05,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4633,0.0145,1030.0506,518,2.93,0.3666
2,0.3,0.05,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4522,0.0137,362.0669,471,2.9,0.3582
2,0.3,0.05,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4522,0.0137,362.0669,471,2.9,0.3582
2,0.5,0.05,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.452,0.0136,344.778,469,2.89,0.3579
2,0.5,0.05,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.452,0.0136,344.778,469,2.89,0.3579
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.4286,0.0161,32.9648,231,5.08,0.3574
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.4286,0.0161,32.9648,231,5.08,0.3574
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.4286,0.0161,32.9648,231,5.08,0.3574
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.4286,0.0161,32.9648,231,5.08,0.3574
2,0.3,0.05,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.4364,0.0149,56.8864,291,3.89,0.3561
2,0.5,0.05,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.4364,0.0149,56.8864,291,3.89,0.3561
2,0.5,0.05,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.4364,0.0149,56.8864,291,3.89,0.3561
2,0.3,0.05,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.4364,0.0149,56.8864,291,3.89,0.3561
2,0.3,0.1,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4384,0.0145,40.764,276,3.59,0.3554
2,0.3,0.1,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4384,0.0145,40.764,276,3.59,0.3554
2,0.5,0.05,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.4315,0.016,8.0856,146,5.04,0.3553
2,0.5,0.05,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.4315,0.016,8.0856,146,5.04,0.3553
2,0.3,0.05,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.4315,0.016,8.0856,146,5.04,0.3553
2,0.3,0.05,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.4315,0.016,8.0856,146,5.04,0.3553
2,0.5,0.1,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.438,0.0145,38.7752,274,3.57,0.3549
2,0.5,0.1,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.438,0.0145,38.7752,274,3.57,0.3549
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4579,0.0121,85.9773,404,2.42,0.3545
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4579,0.0121,85.9773,404,2.42,0.3545
2,0.5,0.05,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.455,0.0124,58.2422,367,2.52,0.3542
2,0.5,0.05,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.455,0.0124,58.2422,367,2.52,0.3542
2,0.3,0.05,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.455,0.0124,58.2422,367,2.52,0.3542
2,0.3,0.05,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.455,0.0124,58.2422,367,2.52,0.3542
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4577,0.012,81.8355,402,2.41,0.3541
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4577,0.012,81.8355,402,2.41,0.3541
2,0.3,0.08,0.12,0.5,0.0,0.05,-0.1,7,False,False,0.4476,0.0143,5.5947,143,3.17,0.3539
2,0.5,0.08,0.12,0.5,0.0,0.05,-0.1,7,False,False,0.4476,0.0143,5.5947,143,3.17,0.3539
2,0.5,0.08,0.12,0.5,0.05,0.05,-0.1,7,False,False,0.4476,0.0143,5.5947,143,3.17,0.3539
2,0.3,0.08,0.12,0.5,0.05,0.05,-0.1,7,False,False,0.4476,0.0143,5.5947,143,3.17,0.3539
2,0.5,0.05,0.12,0.4,0.05,0.05,-0.1,7,False,False,0.4527,0.0126,4.4655,148,2.68,0.3529
2,0.5,0.05,0.12,0.4,0.0,0.05,-0.1,7,False,False,0.4527,0.0126,4.4655,148,2.68,0.3529
2,0.3,0.05,0.12,0.4,0.05,0.05,-0.1,7,False,False,0.4527,0.0126,4.4655,148,2.68,0.3529
2,0.3,0.05,0.12,0.4,0.0,0.05,-0.1,7,False,False,0.4527,0.0126,4.4655,148,2.68,0.3529
2,0.5,0.05,0.15,0.4,0.0,0.05,-0.1,7,False,False,0.4413,0.0127,10.7947,213,2.92,0.3493
2,0.3,0.05,0.15,0.4,0.05,0.05,-0.1,7,False,False,0.4413,0.0127,10.7947,213,2.92,0.3493
2,0.5,0.05,0.15,0.4,0.05,0.05,-0.1,7,False,False,0.4413,0.0127,10.7947,213,2.92,0.3493
2,0.3,0.05,0.15,0.4,0.0,0.05,-0.1,7,False,False,0.4413,0.0127,10.7947,213,2.92,0.3493
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4387,0.0129,23.8541,269,3.02,0.3488
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4387,0.0129,23.8541,269,3.02,0.3488
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4387,0.0129,23.8541,269,3.02,0.3488
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4387,0.0129,23.8541,269,3.02,0.3488
2,0.3,0.08,0.15,0.4,0.05,0.05,-0.1,7,False,False,0.4314,0.0136,5.9205,153,3.56,0.3486
2,0.5,0.08,0.15,0.4,0.05,0.05,-0.1,7,False,False,0.4314,0.0136,5.9205,153,3.56,0.3486
2,0.5,0.08,0.15,0.4,0.0,0.05,-0.1,7,False,False,0.4314,0.0136,5.9205,153,3.56,0.3486
2,0.3,0.08,0.15,0.4,0.0,0.05,-0.1,7,False,False,0.4314,0.0136,5.9205,153,3.56,0.3486
3,0.5,0.1,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4769,0.0224,3.1089,65,17.07,0.3476
3,0.3,0.1,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4769,0.0224,3.1089,65,17.07,0.3476
3,0.5,0.1,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4769,0.0224,3.1089,65,17.07,0.3476
3,0.3,0.1,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4769,0.0224,3.1089,65,17.07,0.3476
2,0.5,0.1,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.436,0.0123,5.8147,172,2.87,0.3453
2,0.5,0.1,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.436,0.0123,5.8147,172,2.87,0.3453
2,0.3,0.1,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.436,0.0123,5.8147,172,2.87,0.3453
2,0.3,0.1,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.436,0.0123,5.8147,172,2.87,0.3453
2,0.5,0.08,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.4297,0.0166,6.592,128,5.85,0.3452
2,0.3,0.08,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.4297,0.0166,6.592,128,5.85,0.3452
2,0.5,0.08,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.4297,0.0166,6.592,128,5.85,0.3452
2,0.3,0.08,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.4297,0.0166,6.592,128,5.85,0.3452
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.401,0.0161,489.5193,404,6.62,0.345
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.401,0.0161,489.5193,404,6.62,0.345
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.4005,0.0161,466.1612,402,6.59,0.3446
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.4005,0.0161,466.1612,402,6.59,0.3446
2,0.3,0.1,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.4054,0.0153,13.4463,185,5.51,0.3435
2,0.3,0.1,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.4054,0.0153,13.4463,185,5.51,0.3435
2,0.5,0.1,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.4054,0.0153,13.4463,185,5.51,0.3435
2,0.5,0.1,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.4054,0.0153,13.4463,185,5.51,0.3435
2,0.3,0.08,0.2,0.5,0.05,0.05,-0.07,7,False,False,0.4423,0.0109,32.3158,355,2.41,0.3427
2,0.3,0.08,0.2,0.5,0.0,0.05,-0.07,7,False,False,0.4423,0.0109,32.3158,355,2.41,0.3427
2,0.5,0.08,0.2,0.5,0.0,0.05,-0.07,7,False,False,0.4419,0.0108,30.7293,353,2.4,0.3422
2,0.5,0.08,0.2,0.5,0.05,0.05,-0.07,7,False,False,0.4419,0.0108,30.7293,353,2.4,0.3422
2,0.3,0.05,0.12,0.5,0.0,0.05,-0.1,7,False,False,0.4402,0.0108,10.6429,259,2.38,0.3411
2,0.5,0.05,0.12,0.5,0.05,0.05,-0.1,7,False,False,0.4402,0.0108,10.6429,259,2.38,0.3411
2,0.5,0.05,0.12,0.5,0.0,0.05,-0.1,7,False,False,0.4402,0.0108,10.6429,259,2.38,0.3411
2,0.3,0.05,0.12,0.5,0.05,0.05,-0.1,7,False,False,0.4402,0.0108,10.6429,259,2.38,0.3411
2,0.3,0.08,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3972,0.0155,186.0703,355,6.17,0.3409
2,0.3,0.08,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3972,0.0155,186.0703,355,6.17,0.3409
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.44,0.0107,22.1733,325,2.41,0.3409
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.44,0.0107,22.1733,325,2.41,0.3409
2,0.5,0.08,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3966,0.0155,177.1621,353,6.14,0.3404
2,0.5,0.08,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3966,0.0155,177.1621,353,6.14,0.3404
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4396,0.0106,21.0699,323,2.39,0.3403
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4396,0.0106,21.0699,323,2.39,0.3403
2,0.3,0.05,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3981,0.0152,1765.7968,520,5.67,0.34
2,0.3,0.05,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3981,0.0152,1765.7968,520,5.67,0.34
2,0.5,0.05,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3977,0.0152,1681.6636,518,5.65,0.3397
2,0.5,0.05,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3977,0.0152,1681.6636,518,5.65,0.3397
2,0.3,0.08,0.15,0.5,0.05,0.05,-0.07,7,False,False,0.4462,0.0097,7.6824,251,2.15,0.3396
2,0.5,0.08,0.15,0.5,0.0,0.05,-0.07,7,False,False,0.4462,0.0097,7.6824,251,2.15,0.3396
2,0.5,0.08,0.15,0.5,0.05,0.05,-0.07,7,False,False,0.4462,0.0097,7.6824,251,2.15,0.3396
2,0.3,0.08,0.15,0.5,0.0,0.05,-0.07,7,False,False,0.4462,0.0097,7.6824,251,2.15,0.3396
2,0.5,0.1,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4215,0.012,10.9113,223,3.1,0.3377
2,0.5,0.1,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4215,0.012,10.9113,223,3.1,0.3377
2,0.3,0.1,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4215,0.012,10.9113,223,3.1,0.3377
2,0.3,0.1,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4215,0.012,10.9113,223,3.1,0.3377
3,0.3,0.05,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
3,0.5,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
3,0.5,0.05,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
3,0.3,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
3,0.3,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
3,0.5,0.05,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
3,0.5,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
3,0.3,0.05,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4697,0.0206,2.698,66,8.79,0.3376
2,0.3,0.05,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4377,0.0101,18.9178,329,2.34,0.3374
2,0.5,0.05,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4377,0.0101,18.9178,329,2.34,0.3374
2,0.3,0.05,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4377,0.0101,18.9178,329,2.34,0.3374
2,0.5,0.05,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4377,0.0101,18.9178,329,2.34,0.3374
2,0.3,0.05,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3949,0.0147,672.8066,471,5.34,0.3365
2,0.3,0.05,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3949,0.0147,672.8066,471,5.34,0.3365
2,0.5,0.05,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3945,0.0146,640.7206,469,5.33,0.3361
2,0.5,0.05,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3945,0.0146,640.7206,469,5.33,0.3361
2,0.3,0.08,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.3904,0.0146,30.8024,251,5.65,0.3341
2,0.5,0.08,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.3904,0.0146,30.8024,251,5.65,0.3341
2,0.3,0.08,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.3904,0.0146,30.8024,251,5.65,0.3341
2,0.5,0.08,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.3904,0.0146,30.8024,251,5.65,0.3341
2,0.3,0.05,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4442,0.0083,40.0705,520,1.95,0.3331
2,0.3,0.05,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4442,0.0083,40.0705,520,1.95,0.3331
2,0.5,0.05,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.444,0.0082,38.1148,518,1.95,0.3328
2,0.5,0.05,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.444,0.0082,38.1148,518,1.95,0.3328
2,0.5,0.05,0.25,0.3,0.0,0.05,-0.07,7,False,False,0.4178,0.0118,3.9555,146,3.2,0.3326
2,0.3,0.05,0.25,0.3,0.0,0.05,-0.07,7,False,False,0.4178,0.0118,3.9555,146,3.2,0.3326
2,0.5,0.05,0.25,0.3,0.05,0.05,-0.07,7,False,False,0.4178,0.0118,3.9555,146,3.2,0.3326
2,0.3,0.05,0.25,0.3,0.05,0.05,-0.07,7,False,False,0.4178,0.0118,3.9555,146,3.2,0.3326
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.1,7,False,True,0.4815,0.0199,1.8024,54,6.24,0.3323
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.1,7,False,True,0.4815,0.0199,1.8024,54,6.24,0.3323
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.1,7,False,True,0.4815,0.0199,1.8024,54,6.24,0.3323
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.1,7,False,True,0.4815,0.0199,1.8024,54,6.24,0.3323
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3755,0.0158,57.8412,269,9.52,0.3322
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3755,0.0158,57.8412,269,9.52,0.3322
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3755,0.0158,57.8412,269,9.52,0.3322
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3755,0.0158,57.8412,269,9.52,0.3322
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3846,0.0147,91.6857,325,6.11,0.332
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3846,0.0147,91.6857,325,6.11,0.332
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3839,0.0147,87.2721,323,6.08,0.3314
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3839,0.0147,87.2721,323,6.08,0.3314
2,0.3,0.05,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.3896,0.0138,113.5486,367,4.9,0.3306
2,0.5,0.05,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.3896,0.0138,113.5486,367,4.9,0.3306
2,0.3,0.05,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.3896,0.0138,113.5486,367,4.9,0.3306
2,0.5,0.05,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.3896,0.0138,113.5486,367,4.9,0.3306
2,0.5,0.05,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3799,0.0148,100.8562,329,6.8,0.3302
2,0.3,0.05,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3799,0.0148,100.8562,329,6.8,0.3302
2,0.5,0.05,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3799,0.0148,100.8562,329,6.8,0.3302
2,0.3,0.05,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3799,0.0148,100.8562,329,6.8,0.3302
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.07,7,False,False,0.4113,0.0109,9.0283,231,2.97,0.3286
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.07,7,False,False,0.4113,0.0109,9.0283,231,2.97,0.3286
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.07,7,False,False,0.4113,0.0109,9.0283,231,2.97,0.3286
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.07,7,False,False,0.4113,0.0109,9.0283,231,2.97,0.3286
3,0.3,0.1,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4769,0.0175,1.9534,65,4.06,0.3279
3,0.3,0.1,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4769,0.0175,1.9534,65,4.06,0.3279
3,0.5,0.1,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.4769,0.0175,1.9534,65,4.06,0.3279
3,0.5,0.1,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.4769,0.0175,1.9534,65,4.06,0.3279
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.05,7,False,False,0.4238,0.0093,8.5506,269,2.38,0.3278
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.05,7,False,False,0.4238,0.0093,8.5506,269,2.38,0.3278
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.05,7,False,False,0.4238,0.0093,8.5506,269,2.38,0.3278
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.05,7,False,False,0.4238,0.0093,8.5506,269,2.38,0.3278
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.1,5,False,False,0.368,0.0154,28.8568,231,9.34,0.327
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.1,5,False,False,0.368,0.0154,28.8568,231,9.34,0.327
2,0.5,0.08,0.12,0.5,0.0,0.05,-0.07,7,False,False,0.4336,0.0091,2.1467,143,2.19,0.327
2,0.5,0.08,0.12,0.5,0.05,0.05,-0.07,7,False,False,0.4336,0.0091,2.1467,143,2.19,0.327
2,0.3,0.08,0.12,0.5,0.0,0.05,-0.07,7,False,False,0.4336,0.0091,2.1467,143,2.19,0.327
2,0.3,0.08,0.12,0.5,0.05,0.05,-0.07,7,False,False,0.4336,0.0091,2.1467,143,2.19,0.327
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.1,5,False,False,0.368,0.0154,28.8568,231,9.34,0.327
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.1,5,False,False,0.368,0.0154,28.8568,231,9.34,0.327
2,0.5,0.05,0.2,0.4,0.0,0.05,-0.1,5,False,False,0.3746,0.0143,50.6832,291,6.51,0.3258
2,0.5,0.05,0.2,0.4,0.05,0.05,-0.1,5,False,False,0.3746,0.0143,50.6832,291,6.51,0.3258
2,0.3,0.05,0.2,0.4,0.0,0.05,-0.1,5,False,False,0.3746,0.0143,50.6832,291,6.51,0.3258
2,0.3,0.05,0.2,0.4,0.05,0.05,-0.1,5,False,False,0.3746,0.0143,50.6832,291,6.51,0.3258
2,0.5,0.05,0.12,0.4,0.05,0.05,-0.1,5,False,False,0.3851,0.0133,5.3136,148,4.95,0.3252
2,0.3,0.05,0.12,0.4,0.05,0.05,-0.1,5,False,False,0.3851,0.0133,5.3136,148,4.95,0.3252
2,0.3,0.05,0.12,0.4,0.0,0.05,-0.1,5,False,False,0.3851,0.0133,5.3136,148,4.95,0.3252
2,0.5,0.05,0.12,0.4,0.0,0.05,-0.1,5,False,False,0.3851,0.0133,5.3136,148,4.95,0.3252
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.05,7,False,False,0.4332,0.0075,13.0419,404,1.98,0.3249
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.05,7,False,False,0.4332,0.0075,13.0419,404,1.98,0.3249
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,True,0.4857,0.0207,1.0072,35,7.24,0.3248
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,True,0.4857,0.0207,1.0072,35,7.24,0.3248
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,True,0.4857,0.0207,1.0072,35,7.24,0.3248
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,True,0.4857,0.0207,1.0072,35,7.24,0.3248
2,0.5,0.1,0.25,0.4,0.0,0.07,-0.1,7,False,False,0.3363,0.0183,44.4724,223,8.05,0.3245
2,0.3,0.1,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3768,0.0137,34.3477,276,5.57,0.3245
2,0.3,0.1,0.25,0.4,0.05,0.07,-0.1,7,False,False,0.3363,0.0183,44.4724,223,8.05,0.3245
2,0.5,0.1,0.25,0.4,0.05,0.07,-0.1,7,False,False,0.3363,0.0183,44.4724,223,8.05,0.3245
2,0.3,0.1,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3768,0.0137,34.3477,276,5.57,0.3245
2,0.3,0.1,0.25,0.4,0.0,0.07,-0.1,7,False,False,0.3363,0.0183,44.4724,223,8.05,0.3245
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.05,7,False,False,0.4328,0.0074,12.3733,402,1.97,0.3244
