min_consecutive_limit_up,min_entity_board_ratio,pullback_ratio_min,pullback_ratio_max,volume_shrink_ratio,volume_shrink_ratio_min,take_profit,stop_loss,hold_days,require_oversold,require_low_close,win_rate,avg_return,total_return,signal_count,profit_factor,sharpe,sortino,score
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4291,0.0143,26.3779,247,4.12,5.77,5.0,0.6954
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4291,0.0143,26.3779,247,4.12,5.77,5.0,0.6954
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4286,0.0142,25.1244,245,4.09,5.72,5.0,0.6947
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4286,0.0142,25.1244,245,4.09,5.72,5.0,0.6947
2,0.3,0.08,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4189,0.0135,15.5262,222,4.02,5.4,5.0,0.6868
2,0.3,0.08,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4189,0.0135,15.5262,222,4.02,5.4,5.0,0.6868
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4158,0.0136,10.3386,190,4.26,5.58,5.0,0.6864
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4158,0.0136,10.3386,190,4.26,5.58,5.0,0.6864
2,0.5,0.08,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4182,0.0134,14.7696,220,3.99,5.35,5.0,0.6859
2,0.5,0.08,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4182,0.0134,14.7696,220,3.99,5.35,5.0,0.6859
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4149,0.0135,9.8195,188,4.22,5.52,5.0,0.6854
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4149,0.0135,9.8195,188,4.22,5.52,5.0,0.6854
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4,0.0137,8.0482,170,5.03,5.87,5.0,0.6817
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4,0.0137,8.0482,170,5.03,5.87,5.0,0.6817
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.4,0.0137,8.0482,170,5.03,5.87,5.0,0.6817
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.4,0.0137,8.0482,170,5.03,5.87,5.0,0.6817
2,0.5,0.08,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.4201,0.0124,5.936,169,3.5,4.81,5.0,0.6796
2,0.5,0.08,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.4201,0.0124,5.936,169,3.5,4.81,5.0,0.6796
2,0.3,0.08,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.4201,0.0124,5.936,169,3.5,4.81,5.0,0.6796
2,0.3,0.08,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.4201,0.0124,5.936,169,3.5,4.81,5.0,0.6796
2,0.5,0.1,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.3971,0.0145,5.4837,136,5.88,6.41,5.0,0.6763
2,0.3,0.1,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.3971,0.0145,5.4837,136,5.88,6.41,5.0,0.6763
2,0.5,0.1,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.3971,0.0145,5.4837,136,5.88,6.41,5.0,0.6763
2,0.3,0.1,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.3971,0.0145,5.4837,136,5.88,6.41,5.0,0.6763
2,0.3,0.1,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4,0.0125,5.8444,165,4.14,5.06,5.0,0.6735
2,0.3,0.1,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4,0.0125,5.8444,165,4.14,5.06,5.0,0.6735
2,0.3,0.05,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4207,0.0114,28.4847,328,3.01,4.1,5.0,0.673
2,0.3,0.05,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4207,0.0114,28.4847,328,3.01,4.1,5.0,0.673
2,0.5,0.05,0.25,0.5,0.0,0.05,-0.1,7,False,False,0.4202,0.0113,27.1348,326,2.99,4.07,5.0,0.6724
2,0.5,0.05,0.25,0.5,0.05,0.05,-0.1,7,False,False,0.4202,0.0113,27.1348,326,2.99,4.07,5.0,0.6724
2,0.5,0.1,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.3988,0.0124,5.531,163,4.1,4.98,5.0,0.6721
2,0.5,0.1,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.3988,0.0124,5.531,163,4.1,4.98,5.0,0.6721
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4211,0.0107,10.1447,247,2.83,4.14,5.0,0.6684
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4211,0.0107,10.1447,247,2.83,4.14,5.0,0.6684
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4204,0.0105,9.6344,245,2.81,4.09,5.0,0.6674
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4204,0.0105,9.6344,245,2.81,4.09,5.0,0.6674
2,0.3,0.05,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.4125,0.0106,16.798,303,2.92,3.76,5.0,0.6649
2,0.3,0.05,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.4125,0.0106,16.798,303,2.92,3.76,5.0,0.6649
2,0.5,0.05,0.2,0.5,0.05,0.05,-0.1,7,False,False,0.412,0.0105,15.9832,301,2.91,3.72,5.0,0.6641
2,0.5,0.05,0.2,0.5,0.0,0.05,-0.1,7,False,False,0.412,0.0105,15.9832,301,2.91,3.72,5.0,0.6641
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3563,0.0134,22.1584,247,7.52,6.33,5.0,0.6639
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3563,0.0134,22.1584,247,7.52,6.33,5.0,0.6639
2,0.3,0.05,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.3961,0.0113,7.4706,207,3.59,4.3,5.0,0.6638
2,0.3,0.05,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.3961,0.0113,7.4706,207,3.59,4.3,5.0,0.6638
2,0.5,0.05,0.25,0.4,0.05,0.05,-0.1,7,False,False,0.3961,0.0113,7.4706,207,3.59,4.3,5.0,0.6638
2,0.5,0.05,0.25,0.4,0.0,0.05,-0.1,7,False,False,0.3961,0.0113,7.4706,207,3.59,4.3,5.0,0.6638
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3551,0.0133,21.0981,245,7.47,6.28,5.0,0.6629
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3551,0.0133,21.0981,245,7.47,6.28,5.0,0.6629
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4053,0.0105,5.3226,190,3.13,4.23,5.0,0.6622
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4053,0.0105,5.3226,190,3.13,4.23,5.0,0.6622
2,0.3,0.05,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3628,0.0127,48.4329,328,5.78,5.47,5.0,0.6613
2,0.3,0.05,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3628,0.0127,48.4329,328,5.78,5.47,5.0,0.6613
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.07,7,False,False,0.4043,0.0104,5.0331,188,3.11,4.16,5.0,0.6609
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.07,7,False,False,0.4043,0.0104,5.0331,188,3.11,4.16,5.0,0.6609
2,0.5,0.05,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.362,0.0126,46.1697,326,5.75,5.43,5.0,0.6606
2,0.5,0.05,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.362,0.0126,46.1697,326,5.75,5.43,5.0,0.6606
2,0.3,0.08,0.2,0.5,0.05,0.05,-0.07,7,False,False,0.4099,0.01,6.5595,222,2.85,3.88,5.0,0.6602
2,0.3,0.08,0.2,0.5,0.0,0.05,-0.07,7,False,False,0.4099,0.01,6.5595,222,2.85,3.88,5.0,0.6602
2,0.5,0.08,0.2,0.5,0.0,0.05,-0.07,7,False,False,0.4091,0.0099,6.2134,220,2.83,3.82,5.0,0.659
2,0.5,0.08,0.2,0.5,0.05,0.05,-0.07,7,False,False,0.4091,0.0099,6.2134,220,2.83,3.82,5.0,0.659
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.3733,0.0117,4.1399,150,4.65,4.87,5.0,0.6588
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.3733,0.0117,4.1399,150,4.65,4.87,5.0,0.6588
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.3733,0.0117,4.1399,150,4.65,4.87,5.0,0.6588
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.3733,0.0117,4.1399,150,4.65,4.87,5.0,0.6588
2,0.3,0.08,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3514,0.0127,13.448,222,6.83,5.86,5.0,0.6577
2,0.3,0.08,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3514,0.0127,13.448,222,6.83,5.86,5.0,0.6577
2,0.3,0.05,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3597,0.0121,29.8401,303,5.38,5.11,5.0,0.6566
2,0.3,0.05,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3597,0.0121,29.8401,303,5.38,5.11,5.0,0.6566
2,0.5,0.08,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.35,0.0126,12.7866,220,6.78,5.8,5.0,0.6565
2,0.5,0.08,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.35,0.0126,12.7866,220,6.78,5.8,5.0,0.6565
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.3882,0.0106,4.2839,170,3.55,4.41,5.0,0.6564
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.3882,0.0106,4.2839,170,3.55,4.41,5.0,0.6564
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.3882,0.0106,4.2839,170,3.55,4.41,5.0,0.6564
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.3882,0.0106,4.2839,170,3.55,4.41,5.0,0.6564
2,0.5,0.05,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3588,0.012,28.4282,301,5.35,5.07,5.0,0.6557
2,0.5,0.05,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3588,0.012,28.4282,301,5.35,5.07,5.0,0.6557
2,0.3,0.05,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.412,0.0092,6.4697,250,2.59,3.16,5.0,0.6554
2,0.5,0.05,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.412,0.0092,6.4697,250,2.59,3.16,5.0,0.6554
2,0.5,0.05,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.412,0.0092,6.4697,250,2.59,3.16,5.0,0.6554
2,0.3,0.05,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.412,0.0092,6.4697,250,2.59,3.16,5.0,0.6554
2,0.3,0.05,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.4,0.0147,2.7666,95,6.34,6.71,5.0,0.6512
2,0.5,0.05,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.4,0.0147,2.7666,95,6.34,6.71,5.0,0.6512
2,0.5,0.05,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.4,0.0147,2.7666,95,6.34,6.71,5.0,0.6512
2,0.3,0.05,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.4,0.0147,2.7666,95,6.34,6.71,5.0,0.6512
2,0.3,0.08,0.15,0.5,0.05,0.05,-0.07,7,False,False,0.4083,0.0087,2.7176,169,2.57,3.3,5.0,0.6508
2,0.3,0.1,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.3824,0.0114,3.2913,136,4.12,4.94,5.0,0.6508
2,0.5,0.1,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.3824,0.0114,3.2913,136,4.12,4.94,5.0,0.6508
2,0.3,0.08,0.15,0.5,0.0,0.05,-0.07,7,False,False,0.4083,0.0087,2.7176,169,2.57,3.3,5.0,0.6508
2,0.5,0.1,0.25,0.4,0.05,0.05,-0.07,7,False,False,0.3824,0.0114,3.2913,136,4.12,4.94,5.0,0.6508
2,0.5,0.08,0.15,0.5,0.05,0.05,-0.07,7,False,False,0.4083,0.0087,2.7176,169,2.57,3.3,5.0,0.6508
2,0.5,0.08,0.15,0.5,0.0,0.05,-0.07,7,False,False,0.4083,0.0087,2.7176,169,2.57,3.3,5.0,0.6508
2,0.3,0.1,0.25,0.4,0.0,0.05,-0.07,7,False,False,0.3824,0.0114,3.2913,136,4.12,4.94,5.0,0.6508
2,0.3,0.05,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.356,0.0114,13.2153,250,5.05,4.77,5.0,0.6507
2,0.5,0.05,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.356,0.0114,13.2153,250,5.05,4.77,5.0,0.6507
2,0.3,0.05,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.356,0.0114,13.2153,250,5.05,4.77,5.0,0.6507
2,0.5,0.05,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.356,0.0114,13.2153,250,5.05,4.77,5.0,0.6507
2,0.3,0.1,0.2,0.5,0.0,0.05,-0.07,7,False,False,0.3879,0.0097,3.2886,165,3.2,3.87,5.0,0.6501
2,0.3,0.1,0.2,0.5,0.05,0.05,-0.07,7,False,False,0.3879,0.0097,3.2886,165,3.2,3.87,5.0,0.6501
2,0.5,0.08,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.3432,0.0119,5.6596,169,6.57,5.52,5.0,0.6493
2,0.3,0.08,0.15,0.5,0.0,0.05,-0.1,5,False,False,0.3432,0.0119,5.6596,169,6.57,5.52,5.0,0.6493
2,0.3,0.08,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.3432,0.0119,5.6596,169,6.57,5.52,5.0,0.6493
2,0.5,0.08,0.15,0.5,0.05,0.05,-0.1,5,False,False,0.3432,0.0119,5.6596,169,6.57,5.52,5.0,0.6493
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3368,0.0121,7.9015,190,7.37,5.78,5.0,0.6488
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3368,0.0121,7.9015,190,7.37,5.78,5.0,0.6488
2,0.5,0.1,0.2,0.5,0.05,0.05,-0.07,7,False,False,0.3865,0.0095,3.0923,163,3.17,3.79,5.0,0.6485
2,0.5,0.1,0.2,0.5,0.0,0.05,-0.07,7,False,False,0.3865,0.0095,3.0923,163,3.17,3.79,5.0,0.6485
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3351,0.012,7.4939,188,7.31,5.71,5.0,0.6474
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3351,0.012,7.4939,188,7.31,5.71,5.0,0.6474
2,0.5,0.08,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.3976,0.0151,2.3183,83,7.28,7.14,5.0,0.6454
2,0.3,0.08,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.3976,0.0151,2.3183,83,7.28,7.14,5.0,0.6454
2,0.3,0.08,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.3976,0.0151,2.3183,83,7.28,7.14,5.0,0.6454
2,0.5,0.08,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.3976,0.0151,2.3183,83,7.28,7.14,5.0,0.6454
2,0.5,0.05,0.12,0.5,0.0,0.05,-0.1,5,False,False,0.3568,0.0106,4.9994,185,4.34,4.17,5.0,0.6453
2,0.5,0.05,0.12,0.5,0.05,0.05,-0.1,5,False,False,0.3568,0.0106,4.9994,185,4.34,4.17,5.0,0.6453
2,0.3,0.05,0.12,0.5,0.0,0.05,-0.1,5,False,False,0.3568,0.0106,4.9994,185,4.34,4.17,5.0,0.6453
2,0.3,0.05,0.12,0.5,0.05,0.05,-0.1,5,False,False,0.3568,0.0106,4.9994,185,4.34,4.17,5.0,0.6453
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3176,0.0123,6.4209,170,10.2,6.34,5.0,0.6435
2,0.3,0.05,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.3743,0.0094,3.8118,187,3.37,3.49,5.0,0.6435
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3176,0.0123,6.4209,170,10.2,6.34,5.0,0.6435
2,0.5,0.05,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.3743,0.0094,3.8118,187,3.37,3.49,5.0,0.6435
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3176,0.0123,6.4209,170,10.2,6.34,5.0,0.6435
2,0.5,0.05,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.3743,0.0094,3.8118,187,3.37,3.49,5.0,0.6435
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3176,0.0123,6.4209,170,10.2,6.34,5.0,0.6435
2,0.3,0.05,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.3743,0.0094,3.8118,187,3.37,3.49,5.0,0.6435
2,0.5,0.08,0.12,0.5,0.0,0.05,-0.1,7,False,False,0.4231,0.0109,1.7777,104,2.85,3.95,5.0,0.6397
2,0.3,0.08,0.12,0.5,0.0,0.05,-0.1,7,False,False,0.4231,0.0109,1.7777,104,2.85,3.95,5.0,0.6397
2,0.3,0.08,0.12,0.5,0.05,0.05,-0.1,7,False,False,0.4231,0.0109,1.7777,104,2.85,3.95,5.0,0.6397
2,0.5,0.08,0.12,0.5,0.05,0.05,-0.1,7,False,False,0.4231,0.0109,1.7777,104,2.85,3.95,5.0,0.6397
2,0.3,0.1,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.3971,0.0157,1.7895,68,8.64,7.68,5.0,0.6392
2,0.5,0.1,0.25,0.3,0.0,0.05,-0.1,7,False,False,0.3971,0.0157,1.7895,68,8.64,7.68,5.0,0.6392
2,0.3,0.1,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.3971,0.0157,1.7895,68,8.64,7.68,5.0,0.6392
2,0.5,0.1,0.25,0.3,0.05,0.05,-0.1,7,False,False,0.3971,0.0157,1.7895,68,8.64,7.68,5.0,0.6392
2,0.3,0.08,0.25,0.5,0.05,0.05,-0.07,5,False,False,0.3522,0.0099,8.5638,247,4.24,4.29,5.0,0.639
2,0.3,0.08,0.25,0.5,0.0,0.05,-0.07,5,False,False,0.3522,0.0099,8.5638,247,4.24,4.29,5.0,0.639
2,0.3,0.05,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3285,0.011,7.4342,207,6.25,4.9,5.0,0.6383
2,0.5,0.05,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3285,0.011,7.4342,207,6.25,4.9,5.0,0.6383
2,0.3,0.05,0.25,0.4,0.05,0.05,-0.1,5,False,False,0.3285,0.011,7.4342,207,6.25,4.9,5.0,0.6383
2,0.5,0.05,0.25,0.4,0.0,0.05,-0.1,5,False,False,0.3285,0.011,7.4342,207,6.25,4.9,5.0,0.6383
2,0.3,0.1,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3273,0.011,4.5534,165,6.51,5.09,5.0,0.6382
2,0.3,0.1,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3273,0.011,4.5534,165,6.51,5.09,5.0,0.6382
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.07,5,False,False,0.351,0.0097,8.1259,245,4.21,4.23,5.0,0.6378
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.07,5,False,False,0.351,0.0097,8.1259,245,4.21,4.23,5.0,0.6378
2,0.5,0.1,0.2,0.5,0.0,0.05,-0.1,5,False,False,0.3252,0.0109,4.2992,163,6.45,5.01,5.0,0.6364
2,0.5,0.1,0.2,0.5,0.05,0.05,-0.1,5,False,False,0.3252,0.0109,4.2992,163,6.45,5.01,5.0,0.6364
2,0.3,0.08,0.2,0.5,0.0,0.05,-0.07,5,False,False,0.3468,0.0094,5.9287,222,4.17,4.08,5.0,0.6343
2,0.3,0.08,0.2,0.5,0.05,0.05,-0.07,5,False,False,0.3468,0.0094,5.9287,222,4.17,4.08,5.0,0.6343
2,0.5,0.1,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.3621,0.012,2.6831,116,5.34,5.14,5.0,0.6341
2,0.3,0.1,0.2,0.4,0.0,0.05,-0.1,7,False,False,0.3621,0.012,2.6831,116,5.34,5.14,5.0,0.6341
2,0.3,0.1,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.3621,0.012,2.6831,116,5.34,5.14,5.0,0.6341
2,0.5,0.1,0.2,0.4,0.05,0.05,-0.1,7,False,False,0.3621,0.012,2.6831,116,5.34,5.14,5.0,0.6341
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.07,7,False,False,0.36,0.0086,2.2345,150,3.46,3.56,5.0,0.6333
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.07,7,False,False,0.36,0.0086,2.2345,150,3.46,3.56,5.0,0.6333
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.07,7,False,False,0.36,0.0086,2.2345,150,3.46,3.56,5.0,0.6333
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.07,7,False,False,0.36,0.0086,2.2345,150,3.46,3.56,5.0,0.6333
2,0.5,0.08,0.2,0.5,0.0,0.05,-0.07,5,False,False,0.3455,0.0093,5.6115,220,4.15,4.02,5.0,0.6329
2,0.5,0.08,0.2,0.5,0.05,0.05,-0.07,5,False,False,0.3455,0.0093,5.6115,220,4.15,4.02,5.0,0.6329
2,0.5,0.1,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.3929,0.0103,1.8726,112,3.42,4.02,5.0,0.631
2,0.3,0.1,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.3929,0.0103,1.8726,112,3.42,4.02,5.0,0.631
2,0.3,0.1,0.15,0.5,0.0,0.05,-0.1,7,False,False,0.3929,0.0103,1.8726,112,3.42,4.02,5.0,0.631
2,0.5,0.1,0.15,0.5,0.05,0.05,-0.1,7,False,False,0.3929,0.0103,1.8726,112,3.42,4.02,5.0,0.631
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.07,5,False,False,0.3316,0.0095,4.3776,190,4.83,4.32,5.0,0.6294
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.07,5,False,False,0.3316,0.0095,4.3776,190,4.83,4.32,5.0,0.6294
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.1,5,False,False,0.3,0.0111,3.8519,150,9.27,5.59,4.99,0.6287
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.1,5,False,False,0.3,0.0111,3.8519,150,9.27,5.59,4.99,0.6287
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.1,5,False,False,0.3,0.0111,3.8519,150,9.27,5.59,4.99,0.6287
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.1,5,False,False,0.3,0.0111,3.8519,150,9.27,5.59,4.99,0.6287
2,0.5,0.08,0.25,0.4,0.0,0.07,-0.1,7,False,False,0.2765,0.0122,5.6336,170,7.14,4.41,5.0,0.6278
2,0.5,0.08,0.25,0.4,0.05,0.07,-0.1,7,False,False,0.2765,0.0122,5.6336,170,7.14,4.41,5.0,0.6278
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.07,5,False,False,0.3298,0.0094,4.1314,188,4.8,4.24,5.0,0.6278
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.07,5,False,False,0.3298,0.0094,4.1314,188,4.8,4.24,5.0,0.6278
2,0.3,0.08,0.25,0.4,0.0,0.07,-0.1,7,False,False,0.2765,0.0122,5.6336,170,7.14,4.41,5.0,0.6278
2,0.3,0.08,0.25,0.4,0.05,0.07,-0.1,7,False,False,0.2765,0.0122,5.6336,170,7.14,4.41,5.0,0.6278
2,0.5,0.1,0.25,0.5,0.05,0.07,-0.1,7,False,False,0.2872,0.0114,5.9122,188,5.83,3.94,5.0,0.6266
2,0.5,0.1,0.25,0.5,0.0,0.07,-0.1,7,False,False,0.2872,0.0114,5.9122,188,5.83,3.94,5.0,0.6266
2,0.5,0.1,0.25,0.4,0.0,0.05,-0.05,7,False,False,0.375,0.0081,1.7325,136,2.98,3.41,5.0,0.6262
2,0.3,0.1,0.25,0.4,0.0,0.05,-0.05,7,False,False,0.375,0.0081,1.7325,136,2.98,3.41,5.0,0.6262
2,0.3,0.1,0.25,0.4,0.05,0.05,-0.05,7,False,False,0.375,0.0081,1.7325,136,2.98,3.41,5.0,0.6262
2,0.5,0.1,0.25,0.4,0.05,0.05,-0.05,7,False,False,0.375,0.0081,1.7325,136,2.98,3.41,5.0,0.6262
2,0.5,0.08,0.15,0.4,0.05,0.05,-0.1,7,False,False,0.3818,0.0104,1.8446,110,3.73,4.13,5.0,0.6261
2,0.3,0.08,0.15,0.4,0.05,0.05,-0.1,7,False,False,0.3818,0.0104,1.8446,110,3.73,4.13,5.0,0.6261
2,0.3,0.08,0.15,0.4,0.0,0.05,-0.1,7,False,False,0.3818,0.0104,1.8446,110,3.73,4.13,5.0,0.6261
2,0.5,0.08,0.15,0.4,0.0,0.05,-0.1,7,False,False,0.3818,0.0104,1.8446,110,3.73,4.13,5.0,0.6261
2,0.5,0.05,0.2,0.5,0.05,0.05,-0.1,3,False,False,0.2824,0.0114,25.776,301,12.46,5.97,5.0,0.6252
2,0.5,0.08,0.25,0.5,0.05,0.07,-0.1,7,False,False,0.2857,0.0113,11.0023,245,5.79,3.88,5.0,0.6252
2,0.5,0.05,0.2,0.5,0.0,0.05,-0.1,3,False,False,0.2824,0.0114,25.776,301,12.46,5.97,5.0,0.6252
2,0.5,0.08,0.25,0.5,0.0,0.07,-0.1,7,False,False,0.2857,0.0113,11.0023,245,5.79,3.88,5.0,0.6252
2,0.3,0.1,0.25,0.5,0.05,0.07,-0.1,7,False,False,0.2842,0.0113,5.9122,190,5.92,3.92,5.0,0.6247
2,0.3,0.1,0.25,0.5,0.0,0.07,-0.1,7,False,False,0.2842,0.0113,5.9122,190,5.92,3.92,5.0,0.6247
2,0.3,0.1,0.25,0.4,0.05,0.07,-0.1,7,False,False,0.2794,0.0129,4.0188,136,7.65,4.74,5.0,0.6243
2,0.5,0.1,0.25,0.4,0.05,0.07,-0.1,7,False,False,0.2794,0.0129,4.0188,136,7.65,4.74,5.0,0.6243
2,0.5,0.1,0.25,0.4,0.0,0.07,-0.1,7,False,False,0.2794,0.0129,4.0188,136,7.65,4.74,5.0,0.6243
2,0.3,0.1,0.25,0.4,0.0,0.07,-0.1,7,False,False,0.2794,0.0129,4.0188,136,7.65,4.74,5.0,0.6243
2,0.5,0.05,0.25,0.5,0.0,0.05,-0.1,3,False,False,0.2791,0.0115,34.4701,326,13.51,6.1,5.0,0.6241
2,0.5,0.05,0.25,0.5,0.05,0.05,-0.1,3,False,False,0.2791,0.0115,34.4701,326,13.51,6.1,5.0,0.6241
2,0.3,0.05,0.2,0.5,0.05,0.05,-0.1,3,False,False,0.2805,0.0114,25.776,303,12.58,5.94,5.0,0.624
2,0.3,0.05,0.2,0.5,0.0,0.05,-0.1,3,False,False,0.2805,0.0114,25.776,303,12.58,5.94,5.0,0.624
