trigger_date,stock_code,trigger_price,highest_price,pullback_ratio,limit_series_len,return,hold_days_actual,exit_reason
20231018,600615.SS,8.633992195129395,10.19094181060791,0.15277779467427266,3,0.04798,3,止盈
20230629,600676.SS,4.380000114440918,4.860000133514404,0.09876543331005727,2,0.018527870639090248,7,到期
20230213,002144.SZ,11.560358047485352,14.370503425598145,0.19554954303876979,3,-0.017946197793516562,7,到期
20240104,600697.SS,13.322044372558594,15.970758438110352,0.1658477320169869,2,0.04798,2,止盈
20230904,600689.SS,10.327369689941406,11.57584285736084,0.10785159947342886,2,0.04798,2,止盈
20231106,603223.SS,9.958609580993652,12.539016723632812,0.20579023056694376,2,-0.0010347820047174943,7,到期
20230817,000010.SZ,2.869999885559082,3.1500000953674316,0.08888895280356778,2,0.04798,1,止盈
20230913,000010.SZ,3.0999999046325684,3.740000009536743,0.17112302226529907,2,0.04798,1,止盈
20240102,600579.SS,7.46999979019165,10.010000228881836,0.2537462917694574,3,-0.02343898954564825,7,到期
20230831,301281.SZ,50.64435958862305,56.01826858520508,0.09593136546889505,4,-0.10202,1,止损
20231128,603219.SS,13.907156944274902,15.568289756774902,0.1066997620452895,2,0.04798,5,止盈
20240126,603219.SS,13.240772247314451,15.95460033416748,0.170096901834717,2,-0.10202,3,止损
20231115,001319.SZ,29.845918655395508,33.107608795166016,0.09851784101806656,3,0.09791561830943821,1,止盈
20230913,300885.SZ,9.858953475952148,12.629643685537438,0.21937991906755733,2,-0.02188087645588619,7,到期
20230705,603333.SS,5.027881145477295,5.904026508331299,0.1483979385285036,3,-0.025782377740017216,7,到期
20240410,003019.SZ,22.40786361694336,24.89440155029297,0.09988341870063339,2,0.04798,6,止盈
20230420,001366.SZ,18.8033447265625,21.59737777709961,0.12936908727409083,3,-0.10202,2,止损
20240318,002418.SZ,2.680000066757202,3.009999990463257,0.10963452649555183,3,0.04798,2,止盈
20240318,001209.SZ,15.15963077545166,16.906177520751953,0.103308198624819,2,-0.06480311716293849,7,到期
20240318,600191.SS,5.119999885559082,5.840000152587891,0.12328771373571856,2,-0.06061369543031667,7,到期
20240318,301138.SZ,30.07236671447754,34.74772262573242,0.1345514341072974,3,-0.10202,5,止损
20230925,002338.SZ,38.498077392578125,46.6984977722168,0.17560351554857723,2,-0.044777262159087707,7,到期
20231212,002609.SZ,12.116167068481444,13.749258995056152,0.11877672296099177,2,-0.08273022726825494,7,到期
20230704,301192.SZ,23.07270622253418,25.503982543945312,0.09532928111215014,2,0.04798,1,止盈
20230721,301192.SZ,29.2338924407959,35.365787506103516,0.17338494340750532,2,-0.11357647148891589,1,止损
20231120,600222.SS,6.883587837219238,7.806028842926025,0.11817033017277678,2,0.04798,3,止盈
20230524,601900.SS,17.180944442749023,20.10900096585947,0.14560924871810502,3,-0.10202,1,止损
20231211,002195.SZ,3.2581522464752197,3.85597825050354,0.15503873860031553,2,-0.05400782263393975,7,到期
20230928,001313.SZ,8.90577507019043,9.933363914489746,0.10344822289258707,2,-0.022899205841011884,7,到期
20230817,600683.SS,7.5,8.479999542236328,0.11556598999271699,2,0.12864660563151045,7,止盈
