equity
104797.99999999999
94106.50803999999
93100.9330587623
97567.9158269217
102249.2244282974
104329.83158356266
109335.57690294199
112543.63602501177
99418.86916053189
104188.9865028542
109187.97407526113
113675.721256865
112847.27660639658
118261.68893797148
117579.87689893234
123221.3593925431
119107.77882010551
112979.49451109831
118400.25065774079
117388.07321438537
123020.35296721157
129246.60705200477
135447.85925835994
121629.46865682206
121609.57826162815
122475.90133850563
128352.29508472713
134510.63820289233
140964.45862386707
130596.41547898955
136862.43149367147
122899.7262326871
110361.49616242836
115656.64074830167
109679.25763951048
105371.11657827969
94621.1552649636
84967.90500483202
94421.22674490378
84788.3731923887
88856.5193381595
93119.8551360044
97587.74578542987
97780.18998908387
97492.97547514398
87546.7421171698
91747.2348039516
87436.58058345996
91631.78771985436
96028.28089465295
94056.0013404679
98568.80828478355
103298.13970628745
108254.3844493951
113806.79708667035
113576.90735655528
119026.3273715228
124737.21055880845
119586.19621676947
107386.01247873466
112538.39335746433
113014.43312894432
118436.86563047106
125508.54049420379
131530.4402671157
136095.13947248735
142624.98426437727
149866.77890052198
157057.386952169
156740.13103052563
164260.52251737023
172141.74238775365
180401.10318751805
189056.74811845514
188674.85348725587
169426.24493448602
177555.31616644264
174679.5043533472
170406.15255641373
167492.98816039428
175529.30173232997
180327.51564886654
192654.93199781448
177419.30523528444
165905.468269365
157945.9268779787
165524.1724495841
163329.98857736072
160030.42874091322
156822.3746354468
163123.7745213628
170950.45322289778
179152.6559685324
187748.40040190256
164035.6413401443
171906.0714116444
163975.17775564172
180041.46567213957
188679.8551950888
197732.71464734914
187207.3138292906
196189.52074681994
196329.67128894836
179558.97316401312
171164.04574309645
179376.4966578502
182609.5254636202
191371.1304953647
200553.11733653228
201575.41160507128
202117.57067849563
198784.2948877894
208321.96535650553
214731.39522369986
225034.20756653295
228550.82646686895
205234.07115071898
215081.20188453046
211697.05561534615
213897.84887075497
218763.54982740997
212852.5639268028
213256.8466529476
223488.91015535602
214945.38003725617
216212.1351629476
212043.55136163588
208807.67029163532
206121.81409046878
202993.3214456919
197778.6897067763
193273.0325359971
187601.92963096197
196603.0702146555
179748.21431500235
188372.53363783614
197410.6478017795
206882.41068330887
195644.29892488822
194996.3332891146
194919.0004381292
190056.59613044927
199175.5116127882
195469.33212138555
185503.78415743774
166578.68809769594
174571.13355262336
182947.05654047822
191724.85631329037
200923.814919202
210564.1395590253
220667.0069750673
209686.9102864759
219747.688242021
211317.98775099966
201828.7447732274
212923.2250334358
223139.28137054003
233845.50409069852
245065.4113769702
236364.22178270438
211587.6302591416
221739.60475897518
223740.3532355433
234475.41538378465
210554.23350633093
203051.44672499158
182336.13813010792
191084.6260375905
192276.23451496512
201501.64824699314
195263.38287286388
193415.82937598016
202695.92086943967
226661.98789777554
237537.23007711078
213338.26790637776
217504.2370176954
227940.09030980442
238876.65584286881
244494.6334278748
256225.48593974422
268519.1847551331
258639.91404027856
271049.4571159311
284054.41006835346
276810.04652834515
290091.3925607751
265089.2508656081
238044.84549229877
249466.23717901926
224015.6916620157
222186.72441571555
232847.24345318155
209092.16767608796
187760.58472977346
183676.89588366597
178135.14917887645
186682.07363647892
195639.07952955717
205025.8425653853
214862.98249167248
225172.1083916229
217331.10110100446
227758.64733183064
238686.50723081184
214335.7097631244
192034.8783113375
201248.71177271544
210904.6249635703
221023.82886932237
231628.55217847246
242742.09011199555
261520.71926837537
274068.483378872
246108.01670455947
257916.2793460442
270291.10242906737
283259.669523614
296850.468467357
311093.35394442076
317144.85766150587
332361.4679321049
341869.61201768677
342712.09588429733
335824.7325306022
329609.30383116036
345423.9582289794
364186.7114234535
381660.3898375508
364666.7697825818
382163.48139675
400499.68523416604
371865.1609845119
360325.7251323328
360035.16568982595
377309.65293962375
338816.52214672335
304250.4605573146
273210.8285712574
286319.4841261063
269763.06129639543
282706.29297739646
280658.0726453982
264353.30183966126
277036.9732619282
277602.95023252413
293715.0307332481
291313.1293557314
305290.3333022194
319938.1634940599
287298.07205439586
253370.62106653416
265527.34346530645
278267.34540477186
277092.33689138043
295079.3992213199
286211.59402824764
299944.0263097229
314335.3406920634
329417.15033846855
345222.58521170827
324594.8781513106
340168.9404050105
362027.65408114693
381122.1541616253
399408.39511830005
436385.93548631936
457323.7326709529
479266.1253645052
502261.3140594941
526359.8119080686
472660.58389720746
447574.4131692281
469049.03351308766
491554.0061410456
515138.7673556929
482405.2397297117
471652.91696018603
441221.8982117285
462391.7248879272
484577.27984804986
507827.2977351592
532192.8514804922
477898.53677245235
