trigger_date,stock_code,trigger_price,highest_price,pullback_ratio,limit_series_len,return,hold_days_actual,exit_reason
20251105,600871.SS,2.319999933242798,2.5299999713897705,0.08300396858566611,2,0.04798,5,止盈
20260105,002044.SZ,5.460000038146973,6.019999980926514,0.09302324660362436,2,0.04798,3,止盈
20260309,002723.SZ,10.020000457763672,11.619999885559082,0.1376935837825465,2,0.04798,5,止盈
20251110,001231.SZ,23.8700008392334,28.510000228881836,0.16274988959656064,3,-0.036791675514223,7,到期
20260123,001231.SZ,24.719999313354492,30.170000076293945,0.18064304770160697,3,-0.0008063799563578838,7,到期
20260413,600982.SS,5.789999961853027,6.900000095367432,0.16086958234386745,2,0.04798,1,止盈
20260224,000630.SZ,7.510000228881836,9.1899995803833,0.18280733712845226,2,0.04798,3,止盈
20251224,603278.SS,10.579999923706056,11.760000228881836,0.10034016005184859,2,0.04798,1,止盈
20251208,600280.SS,3.690000057220459,4.309999942779541,0.14385148347803478,2,0.04798,1,止盈
20251112,002678.SZ,5.110000133514404,6.809999942779541,0.24963286689416211,3,-0.025503436254572055,7,到期
20260113,001299.SZ,9.86373519897461,10.84421157836914,0.09041472238980282,2,0.0024643426528560214,7,到期
20251111,000852.SZ,7.260000228881836,9.34000015258789,0.22269806099839692,4,0.04798,3,止盈
20251208,600410.SS,18.780000686645508,21.36000061035156,0.12078650983070302,2,-0.10202,6,止损
20260416,600996.SS,9.4399995803833,11.020000457763672,0.14337575424211974,2,-0.10202,4,止损
20260120,002691.SZ,8.9399995803833,9.850000381469728,0.09238586455269207,2,-0.04452550096226169,7,到期
20251110,600984.SS,3.990000009536743,4.599999904632568,0.13260867559616826,2,0.04798,2,止盈
20251224,002830.SZ,19.770000457763672,22.65999984741211,0.12753748495627154,2,0.04798,1,止盈
20251201,600737.SS,17.739999771118164,19.3799991607666,0.0846232951840626,2,-0.021749446786101335,7,到期
20260317,002629.SZ,6.96999979019165,8.109999656677246,0.14056719047416902,2,-0.10202,3,止损
20260409,002150.SZ,32.779998779296875,38.369998931884766,0.1456867424602064,2,0.04798,1,止盈
20260123,301333.SZ,73.5999984741211,91.77999877929688,0.19808237684654126,2,0.04798,5,止盈
20260203,601992.SS,2.0899999141693115,2.3399999141693115,0.10683761075638705,3,-0.02115873851469783,7,到期
20260311,002951.SZ,15.670000076293944,19.479999542236328,0.19558519278614891,3,0.04798,1,止盈
20251112,002490.SZ,8.029999732971191,9.359999656677246,0.14209401415493195,3,0.04798,1,止盈
20260224,600916.SS,11.729999542236328,13.5,0.13111114501953125,5,0.04798,4,止盈
20260224,000878.SZ,23.469999313354492,29.469999313354492,0.20359688292497066,2,0.04798,1,止盈
20260224,002524.SZ,4.849999904632568,5.559999942779541,0.12769784990178099,2,-0.05975190484060509,7,到期
20260123,000917.SZ,11.859999656677246,13.270000457763672,0.10625476657474406,2,-0.10202,6,止损
20260401,603248.SS,30.06999969482422,34.119998931884766,0.11869869178910984,3,-0.06354312604739251,7,到期
20251201,001277.SZ,39.43000030517578,48.84000015258789,0.1926699389437553,2,-0.030171169205186567,7,到期
20251223,002578.SZ,4.570000171661377,5.460000038146973,0.1630036374116301,2,0.04798,3,止盈
20260113,605007.SS,13.829999923706056,15.609999656677246,0.1140294536912297,3,-0.020096645074413534,7,到期
20251128,000619.SZ,6.510000228881836,7.869999885559082,0.17280809103603084,2,-0.008164460412262688,7,到期
20251224,003016.SZ,10.329999923706056,12.789999961853027,0.19233776743425132,2,0.0773604163485441,1,止盈
20251208,002213.SZ,28.1299991607666,36.63999938964844,0.23225983544328574,3,-0.10404627150759402,6,止损
20260119,300986.SZ,28.399999618530273,33.380001068115234,0.14919117106745353,6,0.05431804235778106,1,止盈
20251212,001296.SZ,28.176921844482425,30.649105072021484,0.08066086176838586,3,0.04798,3,止盈
20251204,603877.SS,16.239999771118164,18.010000228881836,0.0982787582048556,2,0.04798,4,止盈
20260129,000785.SZ,3.2100000381469727,3.609999895095825,0.11080328769323546,2,-0.05809478648539521,7,到期
20260327,600769.SS,13.600000381469728,15.020000457763672,0.09454061471482587,2,0.04798,2,止盈
20251128,600939.SS,3.819999933242798,4.369999885559082,0.12585811595414245,3,0.04798,3,止盈
20251229,603386.SS,15.770000457763672,20.149999618530273,0.21736968951298052,5,0.04798,1,止盈
20260323,603727.SS,19.75,21.790000915527344,0.09362096511311566,2,0.04798,3,止盈
20251105,600293.SS,3.3399999141693115,3.740000009536743,0.1069518968843473,2,0.04798,3,止盈
20251128,002136.SZ,13.65999984741211,15.630000114440918,0.12603968346799177,2,-0.10202,4,止损
20251105,002767.SZ,19.969999313354492,25.030000686645508,0.2021574604267081,2,0.023518319800581187,7,到期
20260313,605178.SS,67.79000091552734,74.77999877929688,0.09347416391914597,2,0.04798,5,止盈
20260401,003041.SZ,52.790000915527344,69.8499984741211,0.24423762249492895,2,-0.022288984206618824,7,到期
20251202,600327.SS,5.340000152587891,6.139999866485596,0.13029311584588157,2,0.04798,6,止盈
20260324,300265.SZ,18.280000686645508,21.459999084472656,0.1481825970872492,2,0.04798,5,止盈
20251125,003018.SZ,15.40999984741211,16.889999389648438,0.08762579015505424,2,0.04798,1,止盈
