trigger_date,stock_code,trigger_price,highest_price,pullback_ratio,limit_series_len,return,hold_days_actual,exit_reason
20241018,300399.SZ,20.847383499145508,23.72150993347168,0.12116119262166795,3,0.048979999999999996,4,止盈
20241206,600676.SS,5.079999923706055,6.059999942779541,0.16171617629157758,3,0.048979999999999996,3,止盈
20250630,002615.SZ,8.40999984741211,10.25,0.1795122100085747,3,-0.00202,10,到期
20240830,000509.SZ,2.5,3.5399999618530273,0.2937853031243071,4,-0.014019988555908226,10,到期
20241025,601888.SS,67.58534240722656,83.19100145948123,0.18758830616861263,4,0.048979999999999996,7,止盈
20241127,000566.SZ,5.349999904632568,6.460000038146973,0.17182664504020712,3,0.048979999999999996,1,止盈
20241014,300454.SZ,66.22431945800781,84.24189831831647,0.21387906991634292,3,0.048979999999999996,4,止盈
20250211,603511.SS,14.210000038146973,17.81842613220215,0.2025109326313556,5,0.048979999999999996,8,止盈
20250211,002543.SZ,11.145474433898926,12.848119735717772,0.132520970915728,3,-0.005531802169219425,10,到期
20241125,600193.SS,3.8299999237060542,4.599999904632568,0.16739130367178104,3,0.05542132412825964,1,止盈
20250415,605069.SS,9.550000190734863,12.90999984741211,0.2602633382176824,3,-0.08160117420973109,10,到期
20250121,603215.SS,17.008432388305664,22.255399703979492,0.23576154036611693,3,0.000868536989320789,10,到期
20250627,002181.SZ,7.012947082519531,8.795899391174316,0.2027026719341259,4,0.016341598823325885,10,到期
20250425,603221.SS,10.636577606201172,13.726202964782717,0.2250895871573944,4,0.010005900947346234,10,到期
20250422,001333.SZ,21.318368911743164,28.509634017944336,0.2522398253753414,3,0.048979999999999996,1,止盈
20241018,688710.SS,39.05680084228515,45.60263400077,0.14354068140832232,3,0.048979999999999996,5,止盈
20241128,600518.SS,2.4200000762939453,2.8299999237060547,0.1448762750760749,3,0.048979999999999996,5,止盈
20250509,600249.SS,5.550937652587891,7.321666717529297,0.24184781051314233,4,0.048979999999999996,4,止盈
20241220,001209.SZ,19.837974548339844,25.672672271728516,0.22727270701048166,6,-0.16303690414578473,2,止损
20250306,000856.SZ,13.5,16.860000610351562,0.19928828521445113,4,-0.11402,6,止损
20241115,002717.SZ,3.190000057220459,3.700000047683716,0.13783783348395587,6,0.048979999999999996,1,止盈
20241023,002709.SZ,17.485088348388672,20.122669219970703,0.131075099568022,3,0.048979999999999996,2,止盈
20241107,600678.SS,8.270000457763672,9.5,0.12947363602487663,5,-0.11402,6,止损
20241209,600650.SS,16.7075252532959,21.515161514282227,0.22345341250610254,4,0.048979999999999996,2,止盈
20241126,603030.SS,2.700000047683716,3.140000104904175,0.14012740207659538,3,0.048979999999999996,2,止盈
20241025,002945.SZ,12.405516624450684,14.73902988433838,0.15832203870943207,3,0.048979999999999996,7,止盈
20250509,001395.SZ,47.98241424560547,56.1275749206543,0.1451186994371906,4,0.0597083925354517,2,止盈
