trigger_date,stock_code,trigger_price,highest_price,pullback_ratio,limit_series_len,return,hold_days_actual,exit_reason,return_bin
20260129,300418.SZ,56.61000061035156,64.81999969482422,0.12665842522563622,2,0.06006001898116797,4,止盈,+5%~+7%
20250807,000672.SZ,9.270000457763672,10.359999656677246,0.10521228137406799,2,-0.017260063989794516,7,到期,-3%~0%
20250804,002209.SZ,16.149999618530273,18.540000915527344,0.1289105274528564,4,0.02476777882219383,7,到期,0~+3%
20251202,002309.SZ,3.2300000190734863,4.21999979019165,0.23459711382431217,3,0.05,7,止盈,+3%~+5%
20250626,002546.SZ,5.375085830688477,5.93725061416626,0.0946843615016789,2,0.04220176552015853,7,到期,+3%~+5%
20260206,002546.SZ,8.94532585144043,9.862543106079102,0.0930000756167357,2,0.05,4,止盈,+3%~+5%
20250808,002266.SZ,3.660000085830689,4.46999979019165,0.1812079960581459,3,-0.02732244281585894,7,到期,-3%~0%
20251231,603506.SS,13.0600004196167,14.859999656677246,0.121130503273715,2,0.05,7,止盈,+3%~+5%
20250924,003036.SZ,18.190000534057617,20.239999771118164,0.10128454843096543,2,-0.1028037814365177,7,止损,<=-7%
20250806,605598.SS,24.229999542236328,26.36000061035156,0.08080428751123703,2,0.05,1,止盈,+3%~+5%
20250123,001202.SZ,10.792306900024414,13.253846168518066,0.1857226375797661,2,0.0313614020663886,7,到期,+3%~+5%
20260206,001202.SZ,18.15999984741211,22.209999084472656,0.18235026582652866,2,-0.0022025885746035367,7,到期,-3%~0%
20250626,600250.SS,11.739999771118164,14.079999923706056,0.16619319355592518,2,0.05,1,止盈,+3%~+5%
20260122,002462.SZ,16.889999389648438,19.1200008392334,0.11663186985897492,3,-0.029011236756969705,7,到期,-3%~0%
20260318,601872.SS,18.020000457763672,19.649999618530273,0.08295161284529927,2,-0.05105438695466713,7,到期,-7%~-3%
20251105,002513.SZ,8.380000114440918,9.75,0.14051280877529046,2,0.05,2,止盈,+3%~+5%
20260112,002188.SZ,6.53000020980835,7.46999979019165,0.12583662741430734,3,0.03062784116985595,7,到期,+3%~+5%
20251128,002805.SZ,20.34000015258789,23.850000381469727,0.14716981856356418,3,-0.1,3,止损,<=-7%
20260127,603488.SS,10.59000015258789,11.739999771118164,0.09795567640123923,2,0.05,2,止盈,+3%~+5%
20250319,603496.SS,35.364986419677734,41.86854553222656,0.15533281679305017,4,-0.1,2,止损,<=-7%
20250122,300715.SZ,9.029999732971191,11.6899995803833,0.2275449052945895,2,0.05,1,止盈,+3%~+5%
20260224,300139.SZ,65.75,84.72000122070312,0.2239140810596141,2,0.09460077902210084,4,止盈,>+7%
20251027,000559.SZ,11.380000114440918,12.979999542236328,0.12326652420819313,2,0.05,1,止盈,+3%~+5%
20250806,002917.SZ,15.1899995803833,17.049999237060547,0.10909089383618727,2,-0.03620798237353662,7,到期,-7%~-3%
20250306,301230.SZ,36.64396667480469,43.71439743041992,0.16174146668427075,2,0.05,2,止盈,+3%~+5%
20251226,600734.SS,5.079999923706055,6.699999809265137,0.24179103457866596,2,-0.1,4,止损,<=-7%
20250811,002942.SZ,18.90999984741211,21.18000030517578,0.1071766017495736,2,0.05,7,止盈,+3%~+5%
20251103,002942.SZ,20.420000076293945,26.459999084472656,0.22826905582635199,3,0.021547528521727033,7,到期,0~+3%
20250911,002177.SZ,7.975677013397217,9.994582176208496,0.20199995629803935,4,-0.03634081534444722,7,到期,-7%~-3%
20250718,603125.SS,16.860000610351562,19.36000061035156,0.12913222733388122,2,0.007117374112732167,7,到期,0~+3%
20250325,002114.SZ,7.199999809265137,7.829999923706055,0.08045978551462483,2,-0.1,4,止损,<=-7%
