equity
104898.0
110035.90404000001
109512.98726104923
108967.76070102332
114305.00162015944
119903.66059951486
114519.13357945612
120128.28074217789
126012.16393292976
116756.74351374694
122475.48881105027
128474.3382530155
134767.0113406482
141367.89955611315
148292.09927637156
155555.44629892823
144162.70028860265
151223.7893487384
158630.73055103963
140543.65465361008
147427.4828585439
130617.80126301272
137015.46116887507
143726.4784569266
127338.78538326782
133575.83909134028
140118.38369003413
144670.71618991197
151756.68786889385
159189.73044071227
166986.84343769835
176057.24187273943
184680.5255796662
176666.50275554415
185319.6280605107
187569.14739227638
177324.5333967303
186009.88904250215
195120.6534078039
204677.66301171816
204484.89591801938
214500.56612008397
225814.014225141
240472.4158049495
266064.766648812
279096.6189192708
292766.7713139367
278451.9528114938
292090.52946020075
