equity
97870.08663582336
90990.49262256137
80615.75665373693
84564.31641463697
74922.29305704006
79485.51636446116
83378.71695599247
83744.78118744137
87846.60057000225
92149.32706592097
89408.5446277727
82061.86019707647
72705.16689740581
76266.26597204075
72830.72085222132
68478.15248993112
71832.21239888795
75350.55416218548
79041.22430504933
77480.12452770748
81275.10102707459
85255.9554753807
76259.36204423373
79994.5455971603
76796.51331212612
80558.00653415406
71372.78262912981
68266.68736558405
60482.919672160155
56845.698198524886
55936.44108903734
58676.20797357839
51985.94674043098
54532.21841177729
48314.45486846645
42805.640724363904
39238.30742362881
34764.35561118665
