trigger_date,stock_code,trigger_price,highest_price,pullback_ratio,limit_series_len,return,hold_days_actual,exit_reason
20260116,002652.SZ,4.03000020980835,4.860000133514404,0.17078187261403593,3,0.048979999999999996,5,止盈
20250926,603285.SS,27.399999618530273,31.450000762939453,0.128775867922448,3,0.048979999999999996,1,止盈
20260224,603132.SS,17.273508071899414,21.917987823486328,0.21190265224119245,3,0.06491360436644014,4,止盈
20251110,001231.SZ,23.8700008392334,28.510000228881836,0.16274988959656064,3,-0.07323913293548298,10,到期
20260123,001231.SZ,24.719999313354492,30.170000076293945,0.18064304770160697,3,0.012138591876685333,10,到期
20260224,003042.SZ,18.549999237060547,25.40999984741211,0.2699724774319596,4,-0.0009418081624653412,10,到期
20251202,600408.SS,5.079999923706055,6.889999866485596,0.2626995613720924,5,0.048979999999999996,1,止盈
20251117,603378.SS,7.619999885559082,10.010000228881836,0.2387612675998638,5,-0.11402,4,止损
20260112,002910.SZ,12.020000457763672,15.020000457763672,0.19973368232817418,4,0.048979999999999996,3,止盈
20251112,002678.SZ,5.110000133514404,6.809999942779541,0.24963286689416211,3,0.048979999999999996,9,止盈
20250908,605028.SS,22.899723052978516,28.636768341064453,0.20033843273646032,4,0.048979999999999996,2,止盈
20260224,001337.SZ,50.63999938964844,73.55000305175781,0.3114888200070827,5,0.048979999999999996,4,止盈
20260224,601212.SS,10.420000076293944,15.1899995803833,0.31402235917435045,8,0.10642530769358918,4,止盈
20260202,301378.SZ,44.5,54.59000015258789,0.1848323891625702,3,0.048979999999999996,1,止盈
20260120,300063.SZ,13.699999809265137,15.619999885559082,0.12291933997189164,3,0.048979999999999996,3,止盈
20250912,605303.SS,17.079999923706055,24.239999771118164,0.2953795344479835,7,0.048979999999999996,1,止盈
20260122,601992.SS,2.049999952316284,2.3399999141693115,0.12393161217528331,3,0.048979999999999996,2,止盈
20260311,002951.SZ,15.670000076293944,19.479999542236328,0.19558519278614891,3,0.048979999999999996,1,止盈
20250819,002644.SZ,9.5600004196167,11.760000228881836,0.18707481007203322,3,-0.04490711120191213,10,到期
20251112,002490.SZ,8.029999732971191,9.359999656677246,0.14209401415493195,3,0.048979999999999996,1,止盈
20260224,600916.SS,11.729999542236328,13.5,0.13111114501953125,5,0.048979999999999996,4,止盈
20250819,603839.SS,7.739999771118164,9.4399995803833,0.1800847335626799,3,0.048979999999999996,10,止盈
20250912,002232.SZ,22.530000686645508,25.84000015258789,0.12809595380791375,3,0.048979999999999996,5,止盈
20251107,000626.SZ,8.300000190734863,10.739999771118164,0.2271880477078695,5,0.048979999999999996,5,止盈
20250724,603256.SS,21.299999237060547,24.510000228881836,0.13096699150735713,3,0.048979999999999996,2,止盈
20260129,603888.SS,24.8799991607666,29.600000381469727,0.1594594986443971,3,0.048979999999999996,8,止盈
20250818,001318.SZ,14.380000114440918,18.13999938964844,0.20727670351263408,3,0.048979999999999996,2,止盈
20251208,002213.SZ,28.1299991607666,36.63999938964844,0.23225983544328574,3,-0.11402,6,止损
20250826,002313.SZ,12.600000381469728,14.960000038146973,0.15775398734354326,4,0.048979999999999996,1,止盈
20260408,600370.SS,2.559999942779541,3.630000114440918,0.29476587821710726,5,-0.04889495634425332,10,到期
20260119,300986.SZ,28.399999618530273,33.380001068115234,0.14919117106745353,6,0.05431804235778106,1,止盈
20260122,603017.SS,12.8100004196167,14.630000114440918,0.12440189204289488,3,-0.04339397886684591,10,到期
20260224,000506.SZ,20.34000015258789,28.520000457763672,0.28681627538154664,4,0.048979999999999996,4,止盈
20251128,600939.SS,3.819999933242798,4.369999885559082,0.12585811595414245,3,0.048979999999999996,3,止盈
20251225,603386.SS,15.399999618530272,20.149999618530273,0.23573201438831906,5,0.048979999999999996,2,止盈
20260128,603015.SS,15.59000015258789,18.81999969482422,0.171625908321594,4,-0.05461779902491546,10,到期
20251105,002767.SZ,19.969999313354492,25.030000686645508,0.2021574604267081,3,0.048979999999999996,10,止盈
20250808,601399.SS,3.380000114440918,4.090000152587891,0.1735941348798557,3,-0.0049786474980016765,10,到期
20260224,600531.SS,17.530000686645508,24.790000915527344,0.2928600226204307,5,0.05274320860637451,4,止盈
20260413,600032.SS,9.789999961853027,13.020000457763672,0.2480799064783929,3,0.048979999999999996,6,止盈
20260112,001336.SZ,26.079999923706055,31.850000381469727,0.18116170765010878,3,0.03248918792803348,10,到期
20260106,001255.SZ,35.81999969482422,41.209999084472656,0.13079348481905967,3,0.048979999999999996,4,止盈
20250804,002209.SZ,16.149999618530273,18.540000915527344,0.1289105274528564,4,0.048979999999999996,10,止盈
20251202,002309.SZ,3.2300000190734863,4.21999979019165,0.23459711382431217,3,0.048979999999999996,7,止盈
20250808,002266.SZ,3.660000085830689,4.46999979019165,0.1812079960581459,3,-0.004752237767417156,10,到期
20260112,002188.SZ,6.53000020980835,7.46999979019165,0.12583662741430734,3,0.048979999999999996,10,止盈
20251128,002805.SZ,20.34000015258789,23.850000381469727,0.14716981856356418,3,-0.11402,4,止损
20251103,002942.SZ,20.420000076293945,26.459999084472656,0.22826905582635199,3,0.048979999999999996,9,止盈
20250911,002177.SZ,7.975677013397217,9.994582176208496,0.20199995629803935,4,-0.07344862694453078,10,到期
